run_id,production_date,month,plant,production_line,shift,fabric_type,customer_segment,target_meters,actual_meters,good_meters,defect_meters,defect_type,material_issued_kg,waste_kg,downtime_minutes,machine_speed_rpm,operators_count,energy_kwh,order_value_inr,delivery_status,quality_grade
TR00183,2025-07-01,Jul,Surat,SU-L03,Evening,Viscose,Wholesaler,802,722.2,698.8,23.4,Weaving,216.4,7.9,13,734,5,169.5,106885.6,Late,B
TR01356,2025-07-01,Jul,Ludhiana,LU-L02,Evening,Viscose,Exporter,1172,1100.5,1070.9,29.6,Weaving,305.4,16.5,7,655,8,230.5,162874.0,On Time,B
TR00021,2025-07-02,Jul,Delhi NCR,DE-L03,Evening,Cotton,Exporter,950,907.5,892.7,14.8,Weaving,242.9,10.7,105,799,7,169.3,119790.0,On Time,A
TR00180,2025-07-02,Jul,Ludhiana,LU-L01,Evening,Blend,Exporter,1100,988.5,953.6,34.9,Weaving,262.1,17.0,79,648,8,220.0,122574.0,Late,B
TR00405,2025-07-02,Jul,Surat,SU-L01,Night,Viscose,Exporter,916,770.2,742.1,28.1,Weaving,247.9,8.0,31,801,6,178.6,113989.6,On Time,B
TR00406,2025-07-02,Jul,Delhi NCR,DE-L02,Night,Polyester,Fashion House,1025,966.3,934.0,32.3,Weaving,284.9,18.2,8,838,12,219.9,104360.4,On Time,B
TR00453,2025-07-02,Jul,Jaipur,JA-L03,Morning,Cotton,Fashion House,1155,1033.4,999.0,34.4,Weaving,307.3,11.6,8,621,12,215.3,136408.8,On Time,B
TR01162,2025-07-02,Jul,Delhi NCR,DE-L01,Morning,Cotton,Wholesaler,1141,1077.3,1031.9,45.4,Weaving,286.4,10.3,8,717,7,210.3,142203.6,On Time,B
TR00667,2025-07-03,Jul,Surat,SU-L03,Morning,Denim,Wholesaler,984,954.3,924.1,30.2,Stain,262.4,5.6,35,688,10,251.0,167002.5,On Time,B
TR01008,2025-07-03,Jul,Jaipur,JA-L01,Morning,Denim,Domestic Brand,1166,1199.5,1185.6,13.9,Weaving,333.9,23.5,40,811,12,290.5,209912.5,On Time,A
TR01053,2025-07-03,Jul,Delhi NCR,DE-L02,Evening,Denim,Fashion House,863,839.5,823.8,15.7,Yarn Break,235.0,9.4,72,637,7,202.8,146912.5,On Time,A
TR01091,2025-07-03,Jul,Delhi NCR,DE-L01,Morning,Denim,Wholesaler,811,792.3,764.9,27.4,Stain,239.4,7.1,83,685,8,220.4,138652.5,On Time,B
TR01379,2025-07-03,Jul,Delhi NCR,DE-L02,Night,Viscose,Fashion House,981,766.6,733.4,33.2,Weaving,243.7,7.6,93,645,9,156.2,113456.8,On Time,B
TR00115,2025-07-04,Jul,Delhi NCR,DE-L02,Evening,Denim,Exporter,1070,967.4,934.4,33.0,Stain,298.3,15.0,20,750,11,267.5,169295.0,On Time,B
TR00159,2025-07-04,Jul,Delhi NCR,DE-L02,Night,Polyester,Exporter,827,683.7,668.2,15.5,Yarn Break,219.8,5.5,23,737,9,186.4,73839.6,On Time,A
TR00420,2025-07-04,Jul,Delhi NCR,DE-L02,Night,Denim,Exporter,1152,982.7,942.7,40.0,Finishing,272.4,4.8,59,637,9,223.1,171972.5,On Time,B
TR00556,2025-07-04,Jul,Jaipur,JA-L03,Night,Cotton,Exporter,1068,930.6,887.2,43.4,Shade Variation,267.5,10.8,92,813,8,212.4,122839.2,On Time,B
TR00629,2025-07-04,Jul,Ludhiana,LU-L03,Evening,Blend,Domestic Brand,841,759.8,748.8,11.0,Weaving,229.7,12.8,26,627,6,197.6,94215.2,On Time,A
TR00876,2025-07-04,Jul,Ludhiana,LU-L03,Evening,Polyester,Domestic Brand,918,815.5,778.4,37.1,Shade Variation,221.5,8.8,54,689,12,207.7,88074.0,On Time,B
TR01152,2025-07-04,Jul,Delhi NCR,DE-L03,Evening,Denim,Domestic Brand,1054,913.5,908.0,5.5,Yarn Break,261.9,11.9,48,820,12,175.2,159862.5,On Time,A
TR00445,2025-07-05,Jul,Jaipur,JA-L01,Night,Polyester,Wholesaler,901,876.7,844.0,32.7,Weaving,240.0,10.8,36,905,10,210.6,94683.6,On Time,B
TR00897,2025-07-05,Jul,Surat,SU-L03,Morning,Denim,Wholesaler,783,618.1,614.4,3.7,Shade Variation,193.2,8.7,57,811,8,139.9,108167.5,On Time,A
TR00940,2025-07-05,Jul,Surat,SU-L02,Morning,Cotton,Fashion House,1161,1092.2,1054.6,37.6,Weaving,315.5,10.8,32,715,6,263.3,144170.4,On Time,B
TR01051,2025-07-05,Jul,Ludhiana,LU-L02,Night,Cotton,Fashion House,843,742.7,718.9,23.8,Stain,209.7,11.7,27,654,5,142.3,98036.4,On Time,B
TR01217,2025-07-05,Jul,Ludhiana,LU-L01,Evening,Viscose,Fashion House,1019,1018.3,997.9,20.4,Yarn Break,269.7,10.6,18,875,6,260.5,150708.4,On Time,A
TR01241,2025-07-05,Jul,Delhi NCR,DE-L03,Night,Viscose,Fashion House,1036,943.2,924.7,18.5,Finishing,253.5,11.0,16,794,5,248.7,139593.6,On Time,A
TR01490,2025-07-05,Jul,Surat,SU-L02,Evening,Denim,Fashion House,821,787.3,782.2,5.1,Stain,213.1,11.1,5,878,5,187.1,137777.5,On Time,A
TR00017,2025-07-07,Jul,Delhi NCR,DE-L02,Night,Denim,Exporter,947,801.7,771.4,30.3,Shade Variation,230.8,8.8,44,865,5,187.4,140297.5,On Time,B
TR00344,2025-07-07,Jul,Delhi NCR,DE-L01,Morning,Denim,Domestic Brand,966,836.7,804.1,32.6,Weaving,234.2,11.9,53,636,9,204.3,146422.5,On Time,B
TR00608,2025-07-07,Jul,Surat,SU-L03,Morning,Cotton,Domestic Brand,851,756.1,726.1,30.0,Weaving,218.4,7.4,50,813,6,199.2,99805.2,On Time,B
TR01000,2025-07-07,Jul,Surat,SU-L01,Morning,Cotton,Exporter,1038,1008.6,979.9,28.7,Yarn Break,287.4,7.6,19,817,9,204.4,133135.2,On Time,B
TR01296,2025-07-07,Jul,Delhi NCR,DE-L01,Evening,Polyester,Domestic Brand,791,750.3,728.0,22.3,Shade Variation,237.0,7.2,52,767,9,181.7,81032.4,On Time,B
TR01442,2025-07-07,Jul,Surat,SU-L02,Morning,Polyester,Exporter,953,850.9,816.6,34.3,Yarn Break,247.1,12.4,43,733,6,197.7,91897.2,On Time,B
TR00549,2025-07-08,Jul,Ludhiana,LU-L01,Morning,Cotton,Fashion House,810,746.0,720.4,25.6,Yarn Break,217.5,6.3,26,833,9,142.4,98472.0,Late,B
TR00717,2025-07-08,Jul,Surat,SU-L03,Night,Denim,Exporter,825,746.4,713.6,32.8,Yarn Break,239.7,7.1,8,879,8,168.7,130620.0,On Time,B
TR00803,2025-07-08,Jul,Surat,SU-L01,Morning,Viscose,Domestic Brand,918,899.6,865.0,34.6,Stain,239.0,5.2,96,687,5,172.6,133140.8,On Time,B
TR01165,2025-07-08,Jul,Delhi NCR,DE-L02,Evening,Cotton,Wholesaler,1048,1013.4,984.0,29.4,Weaving,290.7,8.1,49,778,6,272.2,133768.8,Late,B
TR01207,2025-07-08,Jul,Surat,SU-L02,Morning,Blend,Wholesaler,946,852.9,817.1,35.8,Yarn Break,239.0,6.8,9,765,11,166.9,105759.6,On Time,B
TR01460,2025-07-08,Jul,Delhi NCR,DE-L03,Night,Cotton,Fashion House,1034,939.9,911.9,28.0,Shade Variation,294.1,11.3,13,705,11,190.7,124066.8,On Time,B
TR00366,2025-07-09,Jul,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,1137,1093.5,1048.2,45.3,Yarn Break,329.1,6.2,64,788,9,213.5,144342.0,On Time,B
TR00701,2025-07-09,Jul,Ludhiana,LU-L02,Night,Cotton,Domestic Brand,1181,1146.4,1100.5,45.9,Yarn Break,326.7,13.9,28,667,9,307.2,151324.8,On Time,B
TR01010,2025-07-09,Jul,Jaipur,JA-L03,Evening,Polyester,Domestic Brand,1120,1101.0,1063.1,37.9,Yarn Break,349.5,3.5,37,789,11,208.4,118908.0,On Time,B
TR01015,2025-07-09,Jul,Delhi NCR,DE-L02,Evening,Cotton,Domestic Brand,890,818.1,794.7,23.4,Stain,217.0,7.8,20,796,11,190.0,107989.2,On Time,B
TR00296,2025-07-10,Jul,Surat,SU-L01,Night,Cotton,Fashion House,923,807.9,782.1,25.8,Yarn Break,222.0,6.3,8,890,6,193.6,106642.8,Late,B
TR00449,2025-07-10,Jul,Surat,SU-L01,Morning,Polyester,Wholesaler,1029,936.5,898.7,37.8,Yarn Break,261.3,8.6,35,713,12,238.0,101142.0,On Time,B
TR00679,2025-07-10,Jul,Ludhiana,LU-L01,Morning,Denim,Domestic Brand,1036,957.3,909.0,48.3,Yarn Break,291.6,7.9,94,907,9,244.6,167527.5,Late,C
TR00712,2025-07-10,Jul,Surat,SU-L01,Night,Cotton,Wholesaler,999,922.5,883.2,39.3,Yarn Break,259.3,11.5,22,724,5,177.8,121770.0,On Time,B
TR00893,2025-07-10,Jul,Surat,SU-L03,Evening,Blend,Domestic Brand,889,877.7,862.4,15.3,Weaving,236.3,11.7,74,626,8,168.8,108834.8,On Time,A
TR00578,2025-07-11,Jul,Surat,SU-L01,Morning,Cotton,Fashion House,927,789.0,756.7,32.3,Weaving,214.9,5.0,37,713,7,170.1,104148.0,On Time,B
TR01074,2025-07-11,Jul,Ludhiana,LU-L03,Morning,Blend,Fashion House,834,742.1,716.4,25.7,Yarn Break,203.6,9.7,44,860,11,189.9,92020.4,Late,B
TR01195,2025-07-11,Jul,Jaipur,JA-L02,Morning,Viscose,Exporter,1174,1232.7,1196.1,36.6,Yarn Break,336.6,15.3,18,865,9,310.7,182439.6,On Time,B
TR01311,2025-07-11,Jul,Jaipur,JA-L03,Evening,Polyester,Domestic Brand,1183,1063.2,1050.4,12.8,Finishing,330.6,13.6,49,702,6,227.2,114825.6,On Time,A
TR00011,2025-07-12,Jul,Ludhiana,LU-L01,Morning,Polyester,Fashion House,843,812.0,778.7,33.3,Weaving,260.4,15.7,24,753,11,197.6,87696.0,On Time,B
TR00997,2025-07-12,Jul,Ludhiana,LU-L03,Morning,Blend,Exporter,860,854.8,832.9,21.9,Yarn Break,243.1,11.1,22,868,12,158.6,105995.2,On Time,B
TR00488,2025-07-13,Jul,Surat,SU-L03,Night,Cotton,Exporter,1128,1042.9,1013.0,29.9,Stain,311.9,17.2,21,646,9,271.7,137662.8,On Time,B
TR00507,2025-07-13,Jul,Ludhiana,LU-L02,Evening,Viscose,Domestic Brand,918,886.9,850.4,36.5,Yarn Break,253.3,9.3,39,904,6,224.6,131261.2,On Time,B
TR00995,2025-07-13,Jul,Ludhiana,LU-L03,Morning,Blend,Exporter,891,814.7,800.0,14.7,Stain,256.9,10.8,51,888,12,161.9,101022.8,On Time,A
TR01147,2025-07-13,Jul,Ludhiana,LU-L03,Morning,Polyester,Domestic Brand,897,857.3,842.7,14.6,Weaving,255.6,11.3,113,702,5,189.6,92588.4,On Time,A
TR01164,2025-07-13,Jul,Surat,SU-L02,Evening,Cotton,Fashion House,1044,947.5,923.2,24.3,Yarn Break,280.1,8.1,16,837,10,202.7,125070.0,On Time,B
TR01299,2025-07-13,Jul,Delhi NCR,DE-L02,Evening,Polyester,Exporter,855,759.3,726.4,32.9,Yarn Break,204.8,4.5,49,902,11,181.5,82004.4,On Time,B
TR01392,2025-07-13,Jul,Surat,SU-L02,Night,Polyester,Fashion House,902,846.3,801.7,44.6,Weaving,262.7,11.0,4,761,11,157.4,91400.4,On Time,C
TR00351,2025-07-14,Jul,Delhi NCR,DE-L03,Morning,Cotton,Exporter,879,814.3,795.7,18.6,Weaving,236.6,9.5,35,780,9,149.8,107487.6,On Time,A
TR00656,2025-07-14,Jul,Surat,SU-L03,Morning,Cotton,Exporter,1034,953.6,904.6,49.0,Shade Variation,267.6,8.5,28,754,11,242.0,125875.2,On Time,C
TR00747,2025-07-14,Jul,Jaipur,JA-L02,Morning,Denim,Wholesaler,921,794.8,787.8,7.0,Yarn Break,212.0,3.9,15,827,6,207.1,139090.0,On Time,A
TR01335,2025-07-14,Jul,Ludhiana,LU-L01,Night,Polyester,Exporter,1199,1037.2,1000.4,36.8,Stain,311.6,11.3,25,893,10,204.7,112017.6,On Time,B
TR01341,2025-07-14,Jul,Surat,SU-L03,Morning,Denim,Wholesaler,784,685.5,665.6,19.9,Yarn Break,215.1,9.9,33,830,10,137.3,119962.5,On Time,B
TR00561,2025-07-15,Jul,Surat,SU-L02,Evening,Cotton,Fashion House,951,827.3,807.1,20.2,Shade Variation,226.4,5.0,13,862,6,192.0,109203.6,On Time,A
TR00606,2025-07-15,Jul,Delhi NCR,DE-L02,Morning,Denim,Wholesaler,1009,967.7,943.8,23.9,Shade Variation,310.5,7.5,36,634,12,215.4,169347.5,On Time,A
TR00648,2025-07-15,Jul,Jaipur,JA-L03,Evening,Denim,Fashion House,828,803.6,790.3,13.3,Weaving,248.2,13.0,51,725,7,190.4,140630.0,On Time,A
TR00931,2025-07-16,Jul,Ludhiana,LU-L03,Evening,Denim,Wholesaler,959,898.2,873.8,24.4,Shade Variation,267.9,7.8,13,849,10,211.8,157185.0,On Time,B
TR01140,2025-07-16,Jul,Surat,SU-L03,Night,Polyester,Domestic Brand,1175,1070.9,1030.7,40.2,Weaving,283.9,16.2,10,677,9,265.6,115657.2,On Time,B
TR00289,2025-07-17,Jul,Surat,SU-L01,Morning,Cotton,Domestic Brand,896,819.2,788.2,31.0,Stain,220.9,8.7,43,847,10,157.9,108134.4,On Time,B
TR00539,2025-07-17,Jul,Surat,SU-L03,Morning,Blend,Exporter,854,814.2,777.2,37.0,Weaving,241.3,14.5,6,639,7,224.3,100960.8,On Time,B
TR00877,2025-07-17,Jul,Surat,SU-L01,Morning,Cotton,Wholesaler,1163,1028.8,998.3,30.5,Yarn Break,280.3,7.9,30,661,9,234.1,135801.6,On Time,B
TR00927,2025-07-17,Jul,Ludhiana,LU-L03,Evening,Blend,Exporter,1089,957.0,951.3,5.7,Weaving,266.1,11.5,65,699,11,194.3,118668.0,On Time,A
TR01259,2025-07-17,Jul,Delhi NCR,DE-L02,Night,Cotton,Fashion House,945,853.0,833.0,20.0,Weaving,262.0,15.3,24,630,12,226.4,112596.0,On Time,A
TR01380,2025-07-17,Jul,Delhi NCR,DE-L01,Morning,Cotton,Fashion House,989,826.0,796.8,29.2,Finishing,244.5,10.1,37,779,8,227.7,109032.0,On Time,B
TR00295,2025-07-18,Jul,Delhi NCR,DE-L02,Evening,Denim,Fashion House,1101,959.9,951.5,8.4,Yarn Break,253.8,10.7,61,869,7,197.2,167982.5,On Time,A
TR00305,2025-07-18,Jul,Surat,SU-L03,Evening,Viscose,Domestic Brand,867,791.6,764.4,27.2,Finishing,235.5,8.6,17,842,7,214.8,117156.8,On Time,B
TR00789,2025-07-18,Jul,Jaipur,JA-L01,Morning,Cotton,Fashion House,945,905.1,859.1,46.0,Finishing,247.2,9.3,23,630,11,170.4,119473.2,On Time,C
TR00807,2025-07-18,Jul,Jaipur,JA-L02,Evening,Blend,Wholesaler,816,687.8,650.1,37.7,Finishing,185.1,5.7,57,730,10,150.0,85287.2,On Time,C
TR00917,2025-07-18,Jul,Jaipur,JA-L02,Evening,Cotton,Domestic Brand,1135,1012.1,960.8,51.3,Weaving,323.9,7.3,19,847,12,264.9,133597.2,On Time,C
TR00029,2025-07-19,Jul,Ludhiana,LU-L02,Evening,Cotton,Wholesaler,1017,795.8,771.5,24.3,Weaving,215.4,12.4,28,779,10,206.3,105045.6,On Time,B
TR00057,2025-07-19,Jul,Ludhiana,LU-L01,Evening,Viscose,Wholesaler,1029,989.0,951.5,37.5,Yarn Break,314.8,11.7,13,758,7,253.2,146372.0,On Time,B
TR00229,2025-07-19,Jul,Surat,SU-L01,Evening,Polyester,Fashion House,1025,962.7,948.1,14.6,Yarn Break,253.4,8.2,54,888,6,249.1,103971.6,On Time,A
TR00331,2025-07-19,Jul,Delhi NCR,DE-L02,Night,Polyester,Fashion House,1153,1083.4,1053.1,30.3,Shade Variation,299.7,3.8,27,802,12,291.0,117007.2,On Time,B
TR00983,2025-07-19,Jul,Ludhiana,LU-L01,Evening,Denim,Domestic Brand,1068,953.6,931.3,22.3,Yarn Break,305.5,22.3,32,721,8,230.0,166880.0,On Time,A
TR00879,2025-07-20,Jul,Delhi NCR,DE-L02,Morning,Cotton,Exporter,887,833.2,808.8,24.4,Yarn Break,232.2,9.8,26,738,7,223.2,109982.4,On Time,B
TR00992,2025-07-20,Jul,Delhi NCR,DE-L03,Evening,Polyester,Domestic Brand,785,741.8,707.8,34.0,Stain,223.8,8.2,44,653,8,204.5,80114.4,On Time,B
TR01323,2025-07-20,Jul,Surat,SU-L03,Evening,Viscose,Domestic Brand,1095,962.7,948.5,14.2,Shade Variation,304.7,10.7,46,728,11,265.8,142479.6,On Time,A
TR00655,2025-07-21,Jul,Delhi NCR,DE-L03,Morning,Cotton,Domestic Brand,1108,1120.9,1073.5,47.4,Weaving,296.4,10.7,37,857,9,277.8,147958.8,On Time,B
TR00762,2025-07-21,Jul,Delhi NCR,DE-L01,Morning,Polyester,Exporter,1090,1005.9,963.2,42.7,Finishing,273.2,11.3,38,632,12,200.5,108637.2,On Time,B
TR01222,2025-07-21,Jul,Jaipur,JA-L02,Morning,Cotton,Wholesaler,1094,923.6,894.8,28.8,Yarn Break,251.1,8.9,60,661,6,206.2,121915.2,On Time,B
TR01497,2025-07-21,Jul,Delhi NCR,DE-L03,Evening,Polyester,Domestic Brand,1119,1067.5,1038.4,29.1,Weaving,283.1,14.0,65,648,9,285.8,115290.0,On Time,B
TR00034,2025-07-22,Jul,Ludhiana,LU-L03,Morning,Denim,Fashion House,848,807.3,786.4,20.9,Weaving,213.8,9.2,17,797,10,158.7,141277.5,On Time,B
TR00113,2025-07-22,Jul,Ludhiana,LU-L03,Evening,Polyester,Exporter,1191,1063.1,1013.8,49.3,Weaving,334.8,11.3,36,637,6,234.9,114814.8,On Time,B
TR00132,2025-07-22,Jul,Ludhiana,LU-L01,Night,Denim,Exporter,1162,998.1,973.2,24.9,Finishing,303.3,12.0,72,739,11,257.5,174667.5,On Time,A
TR00308,2025-07-22,Jul,Delhi NCR,DE-L03,Morning,Polyester,Domestic Brand,904,881.1,837.7,43.4,Weaving,238.0,6.6,32,903,9,211.6,95158.8,On Time,B
TR00330,2025-07-22,Jul,Surat,SU-L02,Morning,Blend,Domestic Brand,1172,1040.0,997.4,42.6,Yarn Break,320.3,11.1,22,866,12,216.9,128960.0,On Time,B
TR00456,2025-07-22,Jul,Delhi NCR,DE-L01,Night,Cotton,Exporter,917,785.8,735.2,50.6,Stain,208.1,8.3,95,630,12,148.3,103725.6,On Time,C
TR00755,2025-07-22,Jul,Jaipur,JA-L02,Evening,Viscose,Domestic Brand,1075,1089.3,1052.6,36.7,Stain,326.6,14.4,49,748,8,253.7,161216.4,On Time,B
TR01084,2025-07-22,Jul,Delhi NCR,DE-L01,Morning,Viscose,Fashion House,888,869.5,836.4,33.1,Yarn Break,276.7,10.9,44,653,12,181.3,128686.0,On Time,B
TR01258,2025-07-22,Jul,Delhi NCR,DE-L02,Evening,Denim,Wholesaler,868,787.7,759.4,28.3,Weaving,238.9,8.1,63,792,6,164.7,137847.5,On Time,B
TR01365,2025-07-22,Jul,Delhi NCR,DE-L03,Night,Polyester,Fashion House,997,932.1,907.1,25.0,Weaving,295.9,10.9,23,698,6,239.5,100666.8,On Time,B
TR00158,2025-07-23,Jul,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,810,700.5,676.3,24.2,Yarn Break,185.1,5.0,16,715,12,168.7,92466.0,On Time,B
TR01003,2025-07-23,Jul,Jaipur,JA-L01,Night,Cotton,Fashion House,809,779.4,753.8,25.6,Stain,239.1,10.7,5,645,10,156.8,102880.8,On Time,B
TR01129,2025-07-23,Jul,Surat,SU-L02,Night,Cotton,Fashion House,1043,908.4,874.4,34.0,Weaving,269.4,7.4,49,698,8,225.7,119908.8,On Time,B
TR00134,2025-07-24,Jul,Surat,SU-L01,Morning,Cotton,Wholesaler,994,851.8,820.0,31.8,Yarn Break,237.0,13.3,39,806,10,208.3,112437.6,On Time,B
TR01387,2025-07-24,Jul,Surat,SU-L03,Morning,Cotton,Domestic Brand,1168,1021.9,999.2,22.7,Weaving,286.8,10.6,63,869,9,247.4,134890.8,On Time,A
TR01412,2025-07-24,Jul,Delhi NCR,DE-L02,Morning,Cotton,Fashion House,997,840.0,811.9,28.1,Shade Variation,249.7,6.3,38,893,11,216.7,110880.0,On Time,B
TR01434,2025-07-25,Jul,Delhi NCR,DE-L01,Morning,Cotton,Exporter,1105,1086.8,1080.3,6.5,Yarn Break,340.0,16.7,13,885,6,210.5,143457.6,On Time,A
TR00079,2025-07-26,Jul,Jaipur,JA-L01,Evening,Denim,Fashion House,1142,1174.2,1145.4,28.8,Shade Variation,360.4,10.9,5,904,7,248.0,205485.0,On Time,A
TR00126,2025-07-26,Jul,Jaipur,JA-L02,Morning,Polyester,Fashion House,847,763.2,738.0,25.2,Weaving,213.4,11.1,21,834,5,202.2,82425.6,On Time,B
TR00131,2025-07-26,Jul,Surat,SU-L01,Evening,Cotton,Wholesaler,1200,1116.2,1071.9,44.3,Weaving,338.3,10.2,19,896,9,306.2,147338.4,On Time,B
TR00706,2025-07-26,Jul,Delhi NCR,DE-L02,Morning,Cotton,Domestic Brand,1115,1120.2,1059.8,60.4,Finishing,307.1,12.0,26,649,9,310.6,147866.4,On Time,C
TR00980,2025-07-26,Jul,Surat,SU-L02,Evening,Blend,Wholesaler,1216,1078.0,1025.6,52.4,Yarn Break,290.7,12.9,14,707,8,300.9,133672.0,On Time,B
TR01029,2025-07-26,Jul,Surat,SU-L01,Evening,Blend,Domestic Brand,869,795.6,764.5,31.1,Yarn Break,238.9,10.6,45,624,6,173.9,98654.4,On Time,B
TR01189,2025-07-26,Jul,Delhi NCR,DE-L03,Morning,Viscose,Fashion House,1214,1199.0,1161.8,37.2,Finishing,324.7,9.0,88,820,5,317.1,177452.0,On Time,B
TR00116,2025-07-27,Jul,Jaipur,JA-L02,Evening,Cotton,Fashion House,1031,922.1,908.1,14.0,Yarn Break,265.4,9.9,19,806,12,220.6,121717.2,On Time,A
TR00437,2025-07-27,Jul,Surat,SU-L03,Morning,Denim,Exporter,945,827.5,800.0,27.5,Shade Variation,253.5,6.6,121,904,7,182.6,144812.5,Late,B
TR00288,2025-07-28,Jul,Surat,SU-L01,Evening,Viscose,Exporter,1061,1039.6,1019.5,20.1,Finishing,293.4,14.6,15,803,6,264.8,153860.8,Late,A
TR00570,2025-07-28,Jul,Jaipur,JA-L03,Morning,Denim,Exporter,1148,1094.8,1038.8,56.0,Weaving,300.5,13.3,29,839,5,248.7,191590.0,On Time,C
TR00708,2025-07-28,Jul,Surat,SU-L03,Evening,Blend,Exporter,970,948.5,922.5,26.0,Yarn Break,280.2,11.5,47,897,12,191.1,117614.0,On Time,B
TR00922,2025-07-28,Jul,Ludhiana,LU-L03,Night,Denim,Exporter,878,789.3,771.1,18.2,Weaving,223.7,10.5,29,887,5,180.1,138127.5,On Time,A
TR00978,2025-07-28,Jul,Jaipur,JA-L03,Morning,Denim,Fashion House,789,742.9,713.0,29.9,Yarn Break,226.8,10.9,18,852,9,181.3,130007.5,On Time,B
TR01455,2025-07-28,Jul,Surat,SU-L03,Evening,Denim,Wholesaler,890,812.4,787.6,24.8,Weaving,232.6,9.0,40,657,10,224.0,142170.0,On Time,B
TR00129,2025-07-29,Jul,Ludhiana,LU-L03,Evening,Cotton,Fashion House,1144,1127.4,1091.3,36.1,Finishing,303.5,14.8,17,669,5,258.2,148816.8,On Time,B
TR01344,2025-07-29,Jul,Delhi NCR,DE-L01,Morning,Polyester,Wholesaler,921,766.4,721.8,44.6,Stain,213.9,12.9,87,625,5,195.7,82771.2,Late,C
TR00535,2025-07-30,Jul,Jaipur,JA-L01,Evening,Polyester,Wholesaler,849,790.2,766.3,23.9,Yarn Break,217.1,8.5,21,771,7,218.3,85341.6,On Time,B
TR00930,2025-07-30,Jul,Surat,SU-L03,Night,Polyester,Domestic Brand,1024,855.3,834.2,21.1,Yarn Break,249.8,9.9,39,865,10,224.7,92372.4,On Time,A
TR00228,2025-07-31,Jul,Surat,SU-L03,Morning,Cotton,Exporter,1198,1076.4,1041.8,34.6,Weaving,338.8,10.5,53,799,9,264.4,142084.8,On Time,B
TR00597,2025-07-31,Jul,Surat,SU-L02,Night,Polyester,Wholesaler,1116,1044.6,1023.3,21.3,Weaving,302.4,18.8,66,839,9,275.6,112816.8,On Time,A
TR00677,2025-07-31,Jul,Delhi NCR,DE-L01,Morning,Cotton,Domestic Brand,982,978.6,951.7,26.9,Weaving,267.6,9.1,9,654,9,189.6,129175.2,On Time,B
TR00266,2025-08-01,Aug,Delhi NCR,DE-L01,Morning,Cotton,Domestic Brand,1099,850.2,819.8,30.4,Finishing,227.6,10.1,32,669,5,232.1,112226.4,On Time,B
TR00424,2025-08-01,Aug,Ludhiana,LU-L03,Evening,Blend,Domestic Brand,1109,1063.4,1028.7,34.7,Shade Variation,317.2,8.2,27,712,6,248.8,131861.6,On Time,B
TR01161,2025-08-01,Aug,Delhi NCR,DE-L01,Evening,Denim,Fashion House,934,754.2,748.5,5.7,Yarn Break,218.0,11.9,25,795,6,188.6,131985.0,Late,A
TR00242,2025-08-02,Aug,Ludhiana,LU-L02,Evening,Cotton,Wholesaler,804,786.5,754.4,32.1,Yarn Break,231.3,11.9,22,759,7,199.1,103818.0,On Time,B
TR01415,2025-08-02,Aug,Jaipur,JA-L02,Morning,Cotton,Exporter,971,1002.3,973.5,28.8,Stain,298.3,8.4,29,814,11,243.3,132303.6,On Time,B
TR00260,2025-08-03,Aug,Surat,SU-L03,Morning,Blend,Domestic Brand,831,728.4,705.4,23.0,Shade Variation,194.4,4.7,16,845,10,188.0,90321.6,On Time,B
TR00786,2025-08-03,Aug,Surat,SU-L02,Night,Cotton,Domestic Brand,920,853.3,811.0,42.3,Stain,232.8,10.4,39,804,5,223.2,112635.6,On Time,B
TR00966,2025-08-03,Aug,Ludhiana,LU-L02,Morning,Viscose,Fashion House,1162,1054.6,973.7,80.9,Finishing,318.5,12.5,79,899,5,224.0,156080.8,On Time,C
TR00985,2025-08-03,Aug,Jaipur,JA-L02,Morning,Blend,Exporter,926,818.7,782.9,35.8,Shade Variation,217.9,7.1,41,851,8,149.6,101518.8,On Time,B
TR01118,2025-08-03,Aug,Delhi NCR,DE-L01,Night,Viscose,Wholesaler,1165,1092.7,1066.2,26.5,Weaving,325.4,10.4,57,775,11,204.3,161719.6,On Time,A
TR01156,2025-08-03,Aug,Surat,SU-L01,Morning,Cotton,Fashion House,1113,997.2,956.0,41.2,Yarn Break,308.6,12.0,26,642,8,203.6,131630.4,On Time,B
TR01423,2025-08-03,Aug,Surat,SU-L02,Evening,Viscose,Fashion House,1052,979.1,947.9,31.2,Yarn Break,274.1,6.3,4,792,10,185.1,144906.8,On Time,B
TR00270,2025-08-04,Aug,Surat,SU-L01,Morning,Viscose,Fashion House,924,946.0,919.8,26.2,Yarn Break,261.2,6.0,36,860,11,236.0,140008.0,On Time,B
TR00548,2025-08-04,Aug,Delhi NCR,DE-L02,Night,Viscose,Fashion House,791,690.1,651.3,38.8,Weaving,190.6,8.6,23,902,8,126.4,102134.8,On Time,C
TR00698,2025-08-04,Aug,Surat,SU-L03,Morning,Denim,Domestic Brand,997,980.4,947.3,33.1,Stain,277.6,11.3,28,724,7,263.5,171570.0,Late,B
TR00981,2025-08-04,Aug,Jaipur,JA-L03,Morning,Cotton,Fashion House,939,822.2,791.3,30.9,Stain,227.4,11.2,27,718,10,177.4,108530.4,On Time,B
