project_id,created_date,due_date,completed_date,department,content_type,complexity,workflow,prompt_template,pages,actual_hours,baseline_hours,hours_saved,actual_cost_inr,baseline_cost_inr,cost_saved_inr,revisions,first_pass_approved,quality_score,on_time,status
PUB-0280,2025-06-06,2025-06-12,2025-06-07,Design,Workbook,Medium,AI-Assisted,Few-shot v2,9,3.1,4.8,1.7,3008.3,4653.75,1645.45,0,Yes,94.5,Yes,Completed
PUB-0281,2025-12-06,2025-12-21,2025-12-10,Digital Learning,Workbook,Low,AI-Assisted,Structured v3,149,30.6,61.3,30.7,24183.42,48475.1,24291.68,0,Yes,91.8,Yes,Completed
PUB-0282,2025-03-19,2025-04-04,2025-03-26,Digital Learning,E-book,Medium,AI-Assisted,Visual Brief,156,53.3,76.4,23.1,49344.98,70740.19,21395.21,0,Yes,86.7,Yes,Completed
PUB-0283,2025-06-02,2025-06-21,2025-06-18,Design,School Textbook,High,Manual,Manual / NA,195,98.3,100.2,1.9,68345.73,69698.34,1352.61,1,No,84.4,Yes,Completed
PUB-0284,2026-06-11,2026-06-16,2026-06-13,Editorial,School Textbook,Medium,AI-Assisted,Few-shot v2,45,11.9,21.0,9.1,9036.97,15937.49,6900.52,0,Yes,99,Yes,Completed
PUB-0285,2025-02-13,2025-02-24,2025-02-16,Production,Assessment,Medium,Manual,Manual / NA,53,21.7,24.4,2.7,24744.4,27801.69,3057.29,0,Yes,83.1,Yes,Completed
PUB-0286,2025-09-27,2025-10-07,2025-09-28,Production,Assessment,Medium,AI-Assisted,Few-shot v2,13,4.0,5.8,1.8,3632.74,5227.79,1595.05,0,Yes,82.6,Yes,Completed
PUB-0287,2026-05-09,2026-05-17,2026-05-16,Digital Learning,School Textbook,Low,Manual,Manual / NA,120,37.4,37.1,0,28265.37,28033.21,0,1,No,82.8,Yes,Completed
PUB-0288,2025-04-27,2025-05-04,2025-04-30,Design,Workbook,Low,AI-Assisted,Structured v3,113,21.1,34.2,13.1,15414.91,25012.42,9597.51,0,Yes,86.3,Yes,Completed
PUB-0289,2025-06-20,2025-07-10,2025-07-05,Editorial,School Textbook,High,Manual,Manual / NA,161,112.2,106.3,0,113769.36,107805.97,0,0,Yes,88.6,Yes,Completed
PUB-0290,2025-06-24,2025-07-10,2025-06-30,Editorial,Workbook,Low,AI-Assisted,Editorial QA,204,45.9,84.5,38.6,46455.09,85518.78,39063.69,0,Yes,87.7,Yes,Completed
PUB-0291,2025-08-24,2025-09-09,2025-08-30,Design,School Textbook,Medium,AI-Assisted,Few-shot v2,137,46.4,74.2,27.8,34276.19,54835.36,20559.17,0,Yes,79.9,Yes,Completed
PUB-0292,2025-04-06,2025-04-23,,Design,School Textbook,Medium,AI-Assisted,Visual Brief,206,54.4,93.7,39.3,59155.22,101907.3,42752.08,0,,82.4,,In Review
PUB-0293,2026-05-09,2026-06-01,2026-05-19,Production,Workbook,High,AI-Assisted,Editorial QA,202,75.6,129.8,54.2,58760.78,100877.42,42116.64,0,Yes,90.9,Yes,Completed
PUB-0294,2025-07-13,2025-07-20,2025-07-15,Editorial,Illustration,Low,AI-Assisted,Few-shot v2,70,18.7,28.9,10.2,15108.68,23373.7,8265.02,0,Yes,87.8,Yes,Completed
PUB-0295,2025-09-17,2025-09-24,2025-09-19,Editorial,Assessment,Medium,AI-Assisted,Editorial QA,54,16.3,24.3,8.0,14527.11,21700.79,7173.68,0,Yes,85.0,Yes,Completed
PUB-0296,2026-02-12,2026-03-04,2026-02-18,Production,E-book,High,AI-Assisted,Editorial QA,122,46.2,91.6,45.4,41772.74,82826.67,41053.93,0,Yes,87.6,Yes,Completed
PUB-0297,2025-02-23,2025-03-03,2025-02-24,Editorial,E-book,Medium,AI-Assisted,Structured v3,45,11.1,22.1,11.0,8675.16,17305.33,8630.17,0,Yes,82.2,Yes,Completed
PUB-0298,2025-10-21,2025-10-27,2025-10-22,Production,Assessment,Medium,Manual,Manual / NA,26,10.9,11.9,1.0,10665.02,11615.01,949.99,0,Yes,79.4,Yes,Completed
PUB-0299,2026-06-07,2026-06-15,2026-06-10,Design,School Textbook,Medium,AI-Assisted,Structured v3,69,19.9,39.7,19.8,15680.57,31243.19,15562.62,0,Yes,86.3,Yes,Completed
PUB-0300,2025-03-12,2025-03-20,2025-03-15,Digital Learning,Assessment,Medium,Manual,Manual / NA,48,24.0,25.9,1.9,27156.69,29297.35,2140.66,0,Yes,80.1,Yes,Completed
PUB-0301,2025-06-29,2025-07-09,2025-07-02,Design,School Textbook,High,AI-Assisted,Structured v3,37,19.2,27.9,8.7,20286.21,29438.31,9152.1,0,Yes,84.1,Yes,Completed
PUB-0302,2025-12-14,2025-12-23,2025-12-15,Digital Learning,Workbook,Medium,AI-Assisted,Editorial QA,15,3.6,6.3,2.7,3759.58,6527.89,2768.31,0,Yes,75.6,Yes,Completed
PUB-0303,2026-02-27,2026-03-04,2026-02-28,Digital Learning,Assessment,Medium,AI-Assisted,Visual Brief,35,10.3,15.7,5.4,8456.26,12866.46,4410.2,0,Yes,91.1,Yes,Completed
PUB-0304,2025-07-14,2025-07-19,,Design,School Textbook,Low,Manual,Manual / NA,75,23.1,24.9,1.8,22159.79,23870.64,1710.85,1,,87.7,,In Progress
PUB-0305,2026-05-20,2026-06-01,2026-05-23,Production,Illustration,Medium,AI-Assisted,Structured v3,65,19.4,27.9,8.5,21155.58,30436.18,9280.6,0,Yes,88.5,Yes,Completed
PUB-0306,2025-08-16,2025-08-25,2025-08-21,Production,School Textbook,Low,AI-Assisted,Few-shot v2,146,35.9,52.2,16.3,37262.48,54229.08,16966.6,0,Yes,92.5,Yes,Completed
PUB-0307,2025-11-20,2025-11-30,2025-11-24,Production,School Textbook,Medium,AI-Assisted,Editorial QA,91,26.3,50.0,23.7,20551.46,39082.23,18530.77,0,Yes,93.9,Yes,Completed
PUB-0308,2026-03-06,2026-03-18,2026-03-12,Production,Workbook,Medium,Manual,Manual / NA,79,41.3,38.4,0,41011.15,38102.73,0,0,Yes,83.7,Yes,Completed
PUB-0309,2026-03-19,2026-04-07,2026-03-30,Digital Learning,School Textbook,Low,Manual,Manual / NA,197,79.4,86.8,7.4,71444.03,78090.75,6646.72,0,Yes,88.9,Yes,Completed
PUB-0310,2025-11-04,2025-11-11,2025-11-06,Editorial,E-book,Low,AI-Assisted,Structured v3,49,12.9,21.7,8.8,12447.61,20899.08,8451.47,0,Yes,83.6,Yes,Completed
PUB-0311,2025-09-21,2025-10-05,2025-09-27,Design,Workbook,Low,AI-Assisted,Editorial QA,163,41.4,65.1,23.7,30522.95,47960.77,17437.82,0,Yes,84.0,Yes,Completed
PUB-0312,2025-03-22,2025-03-28,2025-03-24,Design,Workbook,Medium,AI-Assisted,Structured v3,50,16.4,28.2,11.8,15680.94,26977.18,11296.24,0,Yes,95.5,Yes,Completed
PUB-0313,2025-08-22,2025-08-28,2025-08-24,Editorial,Assessment,Medium,AI-Assisted,Editorial QA,54,17.0,24.7,7.7,14136.9,20561.2,6424.3,0,Yes,94.6,Yes,Completed
PUB-0314,2025-08-29,2025-09-07,2025-09-02,Production,E-book,Medium,AI-Assisted,Structured v3,50,13.4,19.1,5.7,11880.34,16890.56,5010.22,2,No,84.6,Yes,Completed
PUB-0315,2025-06-09,2025-06-27,,Editorial,E-book,Medium,AI-Assisted,Structured v3,196,49.9,97.6,47.7,53356.02,104331.7,50975.68,2,,88.9,,In Progress
PUB-0316,2025-10-06,2025-10-20,2025-10-14,Design,School Textbook,Low,Manual,Manual / NA,146,59.2,58.8,0,57301.19,56951.4,0,0,Yes,81.2,Yes,Completed
PUB-0317,2025-11-14,2025-11-24,2025-11-17,Digital Learning,Workbook,Medium,AI-Assisted,Structured v3,86,19.8,35.9,16.1,12870.91,23320.76,10449.85,0,Yes,91.9,Yes,Completed
PUB-0318,2026-05-19,2026-05-30,2026-05-23,Digital Learning,Workbook,Medium,AI-Assisted,Few-shot v2,82,26.8,43.9,17.1,19946.85,32669.43,12722.58,0,Yes,84.9,Yes,Completed
PUB-0319,2026-02-04,2026-02-26,2026-02-15,Digital Learning,School Textbook,High,AI-Assisted,Editorial QA,140,69.8,103.5,33.7,69263.95,102728.06,33464.11,2,No,87.9,Yes,Completed
PUB-0320,2025-10-24,2025-10-31,2025-10-27,Editorial,Workbook,Low,AI-Assisted,Editorial QA,133,19.5,39.7,20.2,17890.96,36448.9,18557.94,0,Yes,83.7,Yes,Completed
PUB-0321,2026-03-25,2026-04-09,2026-03-29,Production,School Textbook,Medium,AI-Assisted,Few-shot v2,95,30.4,50.6,20.2,25405.24,42304.45,16899.21,0,Yes,91.2,Yes,Completed
PUB-0322,2026-02-06,2026-02-21,2026-02-13,Editorial,Workbook,Medium,AI-Assisted,Visual Brief,217,56.2,78.7,22.5,56612.58,79300.18,22687.6,0,Yes,89.4,Yes,Completed
PUB-0323,2025-02-04,2025-02-12,2025-02-05,Editorial,Illustration,Medium,AI-Assisted,Editorial QA,30,8.5,15.3,6.8,6898.02,12414.42,5516.4,0,Yes,99,Yes,Completed
PUB-0324,2025-11-02,2025-11-13,2025-11-06,Editorial,E-book,High,Manual,Manual / NA,63,33.1,34.3,1.2,21764.37,22523.59,759.22,0,Yes,88.4,Yes,Completed
PUB-0325,2025-09-06,2025-09-21,2025-09-13,Editorial,School Textbook,Medium,Manual,Manual / NA,129,52.6,50.8,0,40731.4,39367.49,0,0,Yes,83.0,Yes,Completed
PUB-0326,2025-12-31,2026-01-07,2026-01-01,Production,Illustration,Medium,Manual,Manual / NA,20,8.5,8.6,0.1,8264.75,8355.81,91.06,0,Yes,80.4,Yes,Completed
PUB-0327,2026-01-22,2026-02-05,2026-01-30,Design,School Textbook,Medium,Manual,Manual / NA,132,63.0,63.8,0.8,56387.9,57062.83,674.93,0,Yes,80.3,Yes,Completed
PUB-0328,2025-06-14,2025-06-27,2025-06-18,Editorial,School Textbook,Medium,AI-Assisted,Structured v3,101,32.2,53.6,21.4,32741.89,54502.94,21761.05,0,Yes,87.7,Yes,Completed
PUB-0329,2025-09-02,2025-09-18,2025-09-15,Editorial,School Textbook,Medium,Manual,Manual / NA,217,101.0,103.1,2.1,93499.12,95479.35,1980.23,0,Yes,81.5,Yes,Completed
PUB-0330,2025-03-10,2025-03-18,2025-03-11,Editorial,E-book,Medium,AI-Assisted,Structured v3,35,8.2,13.4,5.2,8758.83,14270.91,5512.08,0,Yes,96.1,Yes,Completed
PUB-0331,2025-09-20,2025-09-30,2025-09-23,Editorial,School Textbook,Medium,AI-Assisted,Structured v3,61,23.4,34.4,11.0,20686.29,30427.57,9741.28,0,Yes,83.2,Yes,Completed
PUB-0332,2025-03-01,2025-03-10,2025-03-03,Digital Learning,Workbook,Low,AI-Assisted,Structured v3,85,17.2,28.4,11.2,12050.54,19899.23,7848.69,0,Yes,96.0,Yes,Completed
PUB-0333,2025-09-12,2025-09-26,2025-09-18,Production,E-book,Low,AI-Assisted,Few-shot v2,199,46.2,81.7,35.5,40626.45,71818.37,31191.92,0,Yes,91.5,Yes,Completed
PUB-0334,2025-12-12,2025-12-23,2025-12-14,Production,Assessment,Medium,AI-Assisted,Visual Brief,44,17.4,25.5,8.1,14897.39,21823.4,6926.01,0,Yes,86.8,Yes,Completed
PUB-0335,2025-09-04,2025-09-22,,Design,School Textbook,Low,Manual,Manual / NA,198,90.0,92.8,2.8,76369.08,78744.18,2375.1,0,,92.4,,In Progress
PUB-0336,2025-11-06,2025-11-30,2025-11-16,Editorial,E-book,High,AI-Assisted,Structured v3,205,75.6,138.5,62.9,70068.47,128344.27,58275.8,0,Yes,88.2,Yes,Completed
PUB-0337,2026-04-17,2026-04-25,2026-04-19,Design,School Textbook,Low,AI-Assisted,Editorial QA,67,14.4,23.4,9.0,13457.27,21875.63,8418.36,0,Yes,93.3,Yes,Completed
PUB-0338,2025-04-08,2025-04-24,,Production,Workbook,Medium,Manual,Manual / NA,155,87.7,82.4,0,71667.99,67338.62,0,0,,87.3,,In Review
PUB-0339,2025-05-04,2025-05-13,2025-05-05,Digital Learning,School Textbook,Medium,AI-Assisted,Editorial QA,10,2.5,5.0,2.5,2280.48,4552.59,2272.11,0,Yes,84.5,Yes,Completed
PUB-0340,2026-02-07,2026-02-13,2026-02-09,Digital Learning,Illustration,Medium,AI-Assisted,Structured v3,59,13.5,26.4,12.9,9332.18,18220.77,8888.59,0,Yes,87.1,Yes,Completed
PUB-0341,2025-03-29,2025-04-08,2025-04-03,Design,Workbook,Medium,AI-Assisted,Editorial QA,131,39.0,61.2,22.2,29173.94,45795.72,16621.78,0,Yes,88.6,Yes,Completed
PUB-0342,2025-11-28,2025-12-05,2025-11-30,Production,Assessment,Medium,AI-Assisted,Few-shot v2,50,13.4,21.5,8.1,8872.19,14253.84,5381.65,0,Yes,84.9,Yes,Completed
PUB-0343,2026-03-29,2026-04-09,2026-04-03,Production,Workbook,Low,Manual,Manual / NA,67,25.1,24.3,0,27017.19,26152.53,0,1,No,95.3,Yes,Completed
PUB-0344,2025-04-24,2025-04-30,2025-04-26,Editorial,Workbook,Low,AI-Assisted,Editorial QA,62,13.1,24.2,11.1,11678.82,21534.52,9855.7,0,Yes,85.0,Yes,Completed
PUB-0345,2025-01-19,2025-01-25,2025-01-20,Design,E-book,Medium,AI-Assisted,Structured v3,23,7.7,12.3,4.6,5209.38,8303.41,3094.03,0,Yes,94.4,Yes,Completed
PUB-0346,2026-01-04,2026-01-22,2026-01-17,Digital Learning,School Textbook,Medium,Manual,Manual / NA,174,98.3,100.1,1.8,98776.2,100631.62,1855.42,0,Yes,85.3,Yes,Completed
PUB-0347,2025-07-10,2025-07-15,2025-07-14,Editorial,E-book,Low,AI-Assisted,Editorial QA,18,3.9,7.0,3.1,3302.13,5954.6,2652.47,1,No,82.8,Yes,Completed
PUB-0348,2025-03-05,2025-03-30,2025-03-29,Production,E-book,High,Manual,Manual / NA,216,173.2,161.9,0,132115.46,123469.6,0,1,No,89.6,Yes,Completed
PUB-0349,2026-06-18,2026-06-26,2026-06-19,Digital Learning,Assessment,Medium,AI-Assisted,Structured v3,34,8.6,15.4,6.8,8193.09,14699.88,6506.79,0,Yes,94.4,Yes,Completed
PUB-0350,2025-07-27,2025-08-02,2025-07-29,Digital Learning,Workbook,Medium,AI-Assisted,Few-shot v2,42,15.6,23.5,7.9,15258.61,23004.48,7745.87,0,Yes,94.9,Yes,Completed
PUB-0351,2026-06-30,2026-07-16,2026-07-07,Digital Learning,School Textbook,Low,AI-Assisted,Visual Brief,194,48.8,68.4,19.6,55173.19,77357.89,22184.7,0,Yes,88.7,Yes,Completed
PUB-0352,2025-07-12,2025-07-25,2025-07-26,Editorial,School Textbook,Medium,Manual,Manual / NA,164,81.1,80.9,0,76897.43,76698.51,0,1,No,73.2,No,Completed
PUB-0353,2025-05-18,2025-05-26,2025-05-19,Design,Assessment,Medium,AI-Assisted,Few-shot v2,53,10.9,20.7,9.8,7260.65,13777.52,6516.87,0,Yes,93.3,Yes,Completed
PUB-0354,2025-07-27,2025-08-08,2025-08-08,Production,School Textbook,High,Manual,Manual / NA,120,70.0,74.1,4.1,61514.07,65114.87,3600.8,1,No,83.8,Yes,Completed
PUB-0355,2026-01-25,2026-02-06,2026-02-04,Production,Workbook,Medium,Manual,Manual / NA,154,77.3,73.2,0,80659.45,76417.59,0,0,Yes,75.2,Yes,Completed
PUB-0356,2026-02-10,2026-02-15,2026-02-11,Digital Learning,School Textbook,Low,AI-Assisted,Editorial QA,20,5.2,7.5,2.3,5391.56,7765.83,2374.27,0,Yes,92.1,Yes,Completed
PUB-0357,2025-02-25,2025-03-04,2025-02-26,Production,E-book,Medium,AI-Assisted,Editorial QA,31,8.0,11.9,3.9,8951.37,13350.78,4399.41,0,Yes,92.7,Yes,Completed
PUB-0358,2025-07-26,2025-08-16,2025-08-04,Digital Learning,School Textbook,High,AI-Assisted,Editorial QA,190,66.2,129.9,63.7,46808.86,91867.72,45058.86,0,Yes,93.3,Yes,Completed
PUB-0359,2026-01-29,2026-02-11,2026-02-05,Production,E-book,Medium,AI-Assisted,Structured v3,148,54.7,78.3,23.6,51021.19,73028.92,22007.73,0,Yes,95.5,Yes,Completed
PUB-0360,2025-11-12,2025-11-19,2025-11-16,Editorial,Illustration,High,AI-Assisted,Editorial QA,19,6.9,14.3,7.4,7125.62,14796.59,7670.97,1,No,96.4,Yes,Completed
PUB-0361,2026-05-21,2026-05-26,2026-05-22,Editorial,Assessment,Medium,AI-Assisted,Few-shot v2,14,3.5,5.1,1.6,2761.7,3992.82,1231.12,0,Yes,90.6,Yes,Completed
PUB-0362,2025-12-24,2026-01-04,2025-12-29,Editorial,E-book,Medium,AI-Assisted,Visual Brief,84,16.1,31.9,15.8,18464.57,36540.06,18075.49,1,No,84.0,Yes,Completed
PUB-0363,2025-07-01,2025-07-06,2025-07-03,Digital Learning,Illustration,Medium,AI-Assisted,Structured v3,42,15.8,23.4,7.6,16261.69,24097.33,7835.64,0,Yes,94.7,Yes,Completed
PUB-0364,2025-12-04,2025-12-12,2025-12-05,Design,Assessment,Medium,AI-Assisted,Editorial QA,17,5.9,9.8,3.9,4093.63,6787.63,2694.0,0,Yes,91.5,Yes,Completed
PUB-0365,2025-11-21,2025-11-27,2025-11-24,Editorial,Assessment,Medium,AI-Assisted,Visual Brief,67,20.0,33.4,13.4,14799.07,24739.3,9940.23,0,Yes,85.1,Yes,Completed
PUB-0366,2025-05-01,2025-05-07,2025-05-02,Production,School Textbook,Medium,AI-Assisted,Few-shot v2,19,5.8,9.2,3.4,3802.76,6020.52,2217.76,0,Yes,74.2,Yes,Completed
PUB-0367,2025-11-12,2025-11-21,,Editorial,Assessment,Medium,Manual,Manual / NA,18,8.0,7.8,0,7663.97,7502.83,0,1,,81.0,,In Review
PUB-0368,2025-02-06,2025-02-24,2025-02-17,Production,Workbook,High,AI-Assisted,Visual Brief,145,59.7,88.4,28.7,66499.53,98443.47,31943.94,1,No,91.8,Yes,Completed
PUB-0369,2025-01-20,2025-01-28,2025-01-22,Editorial,Illustration,Low,Manual,Manual / NA,49,16.5,15.8,0,13523.01,12936.68,0,0,Yes,81.8,Yes,Completed
PUB-0370,2025-04-30,2025-05-06,2025-05-01,Digital Learning,Illustration,Medium,AI-Assisted,Structured v3,8,2.1,3.0,0.9,1755.16,2534.76,779.6,0,Yes,88.3,Yes,Completed
PUB-0371,2025-06-29,2025-07-09,2025-07-06,Editorial,Illustration,Medium,Manual,Manual / NA,15,5.4,5.5,0.1,4860.15,4934.21,74.06,3,No,79.5,Yes,Completed
PUB-0372,2025-04-11,2025-04-22,2025-04-17,Digital Learning,E-book,Low,AI-Assisted,Structured v3,193,48.5,70.5,22.0,34334.02,49885.8,15551.78,0,Yes,82.3,Yes,Completed
PUB-0373,2025-03-31,2025-04-17,2025-04-07,Design,E-book,Medium,AI-Assisted,Editorial QA,198,53.5,96.4,42.9,58639.63,105703.14,47063.51,0,Yes,90.6,Yes,Completed
PUB-0374,2025-10-07,2025-10-22,2025-10-11,Editorial,Workbook,Low,AI-Assisted,Editorial QA,139,33.4,54.6,21.2,26236.57,42918.81,16682.24,0,Yes,93.1,Yes,Completed
PUB-0375,2025-06-25,2025-07-04,2025-06-29,Editorial,Assessment,Low,AI-Assisted,Few-shot v2,20,4.5,9.2,4.7,3788.1,7713.48,3925.38,1,No,84.1,Yes,Completed
PUB-0376,2025-12-31,2026-01-09,2026-01-01,Editorial,Illustration,High,AI-Assisted,Editorial QA,14,5.8,9.7,3.9,4152.21,6962.35,2810.14,0,Yes,77.9,Yes,Completed
PUB-0377,2025-11-14,2025-11-24,2025-11-15,Production,Illustration,Low,AI-Assisted,Structured v3,32,7.9,14.6,6.7,6570.62,12157.4,5586.78,0,Yes,93.3,Yes,Completed
PUB-0378,2025-01-31,2025-02-15,2025-02-04,Editorial,School Textbook,High,AI-Assisted,Visual Brief,80,26.6,52.1,25.5,18659.0,36517.17,17858.17,0,Yes,86.6,Yes,Completed
PUB-0379,2025-03-14,2025-03-22,2025-03-16,Digital Learning,Assessment,Medium,AI-Assisted,Few-shot v2,35,11.5,20.1,8.6,9434.11,16488.33,7054.22,0,Yes,80.9,Yes,Completed
PUB-0380,2025-08-30,2025-09-07,2025-09-02,Editorial,Illustration,Low,Manual,Manual / NA,66,25.1,26.6,1.5,17540.56,18575.04,1034.48,0,Yes,79.8,Yes,Completed
PUB-0381,2025-04-22,2025-04-27,2025-04-25,Production,Assessment,Medium,Manual,Manual / NA,45,20.4,22.7,2.3,21593.74,24066.05,2472.31,0,Yes,91.4,Yes,Completed
PUB-0382,2026-04-09,2026-04-28,,Design,Workbook,High,AI-Assisted,Structured v3,182,68.6,102.3,33.7,67898.87,101282.4,33383.53,0,,84.5,,In Progress
PUB-0383,2025-12-19,2025-12-25,2025-12-21,Digital Learning,Assessment,High,AI-Assisted,Few-shot v2,20,6.9,9.9,3.0,7824.25,11188.09,3363.84,1,No,90.0,Yes,Completed
PUB-0384,2026-02-08,2026-02-18,2026-02-09,Production,Illustration,Medium,AI-Assisted,Few-shot v2,31,7.6,14.4,6.8,6401.46,12127.92,5726.46,0,Yes,88.6,Yes,Completed
PUB-0385,2025-05-09,2025-05-26,,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,132,38.9,75.8,36.9,27953.93,54494.56,26540.63,0,,96.4,,In Review
PUB-0386,2025-07-04,2025-07-13,2025-07-10,Design,Workbook,Medium,Manual,Manual / NA,106,42.5,42.5,0,39906.19,39899.29,0,0,Yes,76.0,Yes,Completed
PUB-0387,2026-02-25,2026-03-08,2026-02-27,Digital Learning,Assessment,Medium,AI-Assisted,Structured v3,65,14.9,25.0,10.1,14829.2,24899.38,10070.18,0,Yes,87.2,Yes,Completed
PUB-0388,2025-03-22,2025-03-30,2025-03-23,Design,Assessment,Medium,AI-Assisted,Editorial QA,13,3.9,6.2,2.3,3730.43,5951.56,2221.13,0,Yes,73.3,Yes,Completed
PUB-0389,2026-06-09,2026-06-16,2026-06-10,Digital Learning,Assessment,Medium,AI-Assisted,Few-shot v2,41,10.6,15.1,4.5,10861.95,15451.28,4589.33,0,Yes,87.2,Yes,Completed
PUB-0390,2025-02-22,2025-02-27,2025-02-23,Production,Workbook,Medium,Manual,Manual / NA,14,5.2,5.3,0.1,5593.76,5695.02,101.26,0,Yes,84.2,Yes,Completed
PUB-0391,2025-09-21,2025-09-26,,Editorial,School Textbook,Medium,AI-Assisted,Editorial QA,46,10.6,20.3,9.7,11037.4,21139.78,10102.38,0,,91.8,,In Progress
PUB-0392,2025-05-29,2025-06-06,2025-06-04,Production,Illustration,High,Manual,Manual / NA,56,29.5,30.5,1.0,28579.23,29529.41,950.18,2,No,87.9,Yes,Completed
PUB-0393,2025-04-29,2025-05-21,2025-05-10,Editorial,Workbook,High,AI-Assisted,Few-shot v2,200,70.0,108.6,38.6,59152.47,91780.16,32627.69,1,No,83.2,Yes,Completed
PUB-0394,2025-11-20,2025-11-28,2025-11-23,Digital Learning,Illustration,High,AI-Assisted,Visual Brief,49,20.6,29.4,8.8,22231.06,31759.06,9528.0,0,Yes,90.8,Yes,Completed
PUB-0395,2026-02-05,2026-02-13,2026-02-07,Design,Illustration,Medium,AI-Assisted,Editorial QA,28,10.2,14.3,4.1,8227.68,11498.37,3270.69,1,No,92.6,Yes,Completed
PUB-0396,2025-12-26,2025-12-30,,Editorial,Workbook,Low,AI-Assisted,Structured v3,31,8.7,12.5,3.8,6598.19,9460.33,2862.14,0,,91.3,,In Progress
PUB-0397,2025-03-30,2025-04-15,2025-04-04,Digital Learning,School Textbook,High,AI-Assisted,Visual Brief,152,40.7,80.4,39.7,30204.75,59657.16,29452.41,0,Yes,87.8,Yes,Completed
PUB-0398,2025-11-28,2025-12-06,2025-11-30,Editorial,Illustration,Medium,AI-Assisted,Structured v3,53,14.0,19.8,5.8,10952.65,15474.76,4522.11,0,Yes,87.2,Yes,Completed
PUB-0399,2025-07-02,2025-07-19,2025-07-11,Production,School Textbook,Medium,AI-Assisted,Few-shot v2,165,60.3,92.5,32.2,42309.11,64921.48,22612.37,1,No,87.4,Yes,Completed
PUB-0400,2025-01-01,2025-01-12,2025-01-03,Digital Learning,Illustration,Medium,AI-Assisted,Editorial QA,54,18.0,25.6,7.6,16116.12,22887.35,6771.23,0,Yes,95.0,Yes,Completed
PUB-0401,2025-03-13,2025-04-04,2025-03-29,Design,School Textbook,High,Manual,Manual / NA,217,109.3,110.8,1.5,125236.02,126904.61,1668.59,1,No,99,Yes,Completed
PUB-0402,2025-12-15,2025-12-29,2025-12-25,Editorial,Workbook,Low,Manual,Manual / NA,173,73.4,68.4,0,71958.94,67031.95,0,0,Yes,91.4,Yes,Completed
PUB-0403,2026-01-03,2026-01-13,,Design,E-book,Low,AI-Assisted,Structured v3,17,4.5,7.2,2.7,4025.77,6464.22,2438.45,1,,85.0,,In Progress
PUB-0404,2025-01-17,2025-01-27,2025-01-18,Editorial,School Textbook,Medium,Manual,Manual / NA,18,7.4,7.3,0,6745.54,6671.02,0,0,Yes,91.4,Yes,Completed
PUB-0405,2025-08-27,2025-09-09,2025-09-06,Digital Learning,School Textbook,High,AI-Assisted,Editorial QA,128,45.1,83.8,38.7,43945.13,81665.1,37719.97,2,No,94.2,Yes,Completed
PUB-0406,2025-03-07,2025-03-15,2025-03-09,Digital Learning,School Textbook,Low,AI-Assisted,Editorial QA,64,11.9,21.2,9.3,12708.58,22675.11,9966.53,0,Yes,83.3,Yes,Completed
PUB-0407,2025-05-21,2025-05-30,2025-05-22,Editorial,E-book,Medium,AI-Assisted,Structured v3,52,10.3,20.1,9.8,8833.04,17238.44,8405.4,0,Yes,83.4,Yes,Completed
PUB-0408,2026-01-21,2026-02-03,2026-01-24,Production,School Textbook,High,AI-Assisted,Structured v3,53,22.4,36.1,13.7,17737.79,28557.21,10819.42,0,Yes,87.1,Yes,Completed
PUB-0409,2025-07-31,2025-08-07,2025-08-01,Editorial,Workbook,Medium,AI-Assisted,Structured v3,52,10.0,19.2,9.2,8999.44,17234.27,8234.83,0,Yes,82.3,Yes,Completed
PUB-0410,2025-08-30,2025-09-18,2025-09-11,Editorial,E-book,Medium,Manual,Manual / NA,166,86.5,87.6,1.1,65708.69,66511.18,802.49,0,Yes,78.1,Yes,Completed
PUB-0411,2025-07-18,2025-07-31,2025-07-25,Editorial,School Textbook,Medium,Manual,Manual / NA,129,54.3,51.0,0,36761.85,34510.09,0,0,Yes,86.1,Yes,Completed
PUB-0412,2025-02-23,2025-03-07,2025-03-01,Digital Learning,School Textbook,Medium,Manual,Manual / NA,132,46.0,49.6,3.6,40130.88,43252.16,3121.28,0,Yes,89.1,Yes,Completed
PUB-0413,2025-11-30,2025-12-15,2025-12-05,Editorial,School Textbook,High,AI-Assisted,Structured v3,113,35.2,66.0,30.8,31169.43,58461.07,27291.64,0,Yes,91.4,Yes,Completed
PUB-0414,2026-01-18,2026-01-25,2026-01-20,Editorial,Illustration,Medium,AI-Assisted,Visual Brief,29,6.6,10.6,4.0,5215.99,8412.58,3196.59,1,No,85.4,Yes,Completed
PUB-0415,2025-08-14,2025-08-21,2025-08-15,Digital Learning,Assessment,Medium,Manual,Manual / NA,25,11.1,12.0,0.9,9499.91,10304.54,804.63,0,Yes,87.5,Yes,Completed
PUB-0416,2026-03-15,2026-04-07,2026-04-04,Production,Workbook,High,AI-Assisted,Editorial QA,159,81.9,117.7,35.8,70342.76,101132.22,30789.46,3,No,81.3,Yes,Completed
PUB-0417,2026-06-28,2026-07-09,2026-06-30,Design,Illustration,Low,AI-Assisted,Structured v3,67,12.8,26.5,13.7,13003.43,26950.34,13946.91,0,Yes,92.1,Yes,Completed
