date,flight_id,airline,route,terminal,scheduled_departure,seat_capacity,passengers,departure_delay_min,delay_cause,security_wait_min,baggage_delivery_min,satisfaction_score
2026-01-16,IN1512,IndiGo,DEL-GOI,T3,17:30,186,138,15,None,12.0,16.5,4.3
2026-01-16,AK1513,Akasa Air,DEL-PNQ,T2,19:00,189,144,12,None,14.8,16.6,4.2
2026-01-16,AK1514,Akasa Air,DEL-CCU,T3,22:30,189,136,8,None,12.7,18.3,4.3
2026-01-16,AK1515,Akasa Air,DEL-HYD,T2,22:30,189,154,22,Technical,7.9,17.4,4.3
2026-01-16,IN1516,IndiGo,DEL-JAI,T1,08:30,186,133,4,None,12.3,13.2,4.3
2026-01-16,SP1517,SpiceJet,DEL-CCU,T2,10:30,174,163,8,None,15.3,12.9,4.4
2026-01-16,AI1518,Air India,DEL-BOM,T3,14:15,180,130,0,None,14.7,12.1,4.5
2026-01-16,IN1519,IndiGo,DEL-PNQ,T3,11:30,186,174,19,Weather,12.6,14.5,4.2
2026-01-16,SP1520,SpiceJet,DEL-PNQ,T2,15:15,174,126,0,None,11.2,17.0,4.4
2026-01-16,IN1521,IndiGo,DEL-BLR,T3,19:00,186,149,22,Technical,17.3,15.7,4.0
2026-01-16,IN1522,IndiGo,DEL-JAI,T3,09:45,186,172,0,None,18.1,16.3,4.3
2026-01-16,IN1523,IndiGo,DEL-LKO,T2,19:15,186,130,7,None,10.4,14.5,4.2
2026-01-16,SP1524,SpiceJet,DEL-LKO,T1,17:00,174,147,22,Late Aircraft,13.9,12.7,3.9
2026-01-16,SP1525,SpiceJet,DEL-GOI,T2,22:15,174,159,11,None,10.8,18.8,4.3
2026-01-16,VI1526,Vistara,DEL-PNQ,T3,15:15,188,149,0,None,10.9,14.7,4.5
2026-01-16,AI1527,Air India,DEL-GOI,T3,20:45,180,133,17,Weather,12.2,17.3,4.2
2026-01-16,AK1528,Akasa Air,DEL-LKO,T1,17:45,189,136,20,Air Traffic,10.7,11.6,4.0
2026-01-16,AK1529,Akasa Air,DEL-PNQ,T1,10:30,189,177,39,Late Aircraft,12.3,10.9,3.9
2026-01-16,VI1530,Vistara,DEL-BOM,T2,15:45,188,176,0,None,5.7,20.0,4.3
2026-01-16,SP1531,SpiceJet,DEL-CCU,T2,07:45,174,161,14,None,7.6,19.5,4.1
2026-01-16,VI1532,Vistara,DEL-JAI,T3,15:45,188,161,0,None,10.4,19.4,4.5
2026-01-16,VI1533,Vistara,DEL-LKO,T3,17:45,188,138,38,Air Traffic,15.7,23.3,3.7
2026-01-16,SP1534,SpiceJet,DEL-PNQ,T3,20:00,174,153,13,None,11.1,17.2,4.2
2026-01-16,AI1535,Air India,DEL-CCU,T1,18:15,180,147,24,Late Aircraft,15.5,17.0,3.8
2026-01-16,IN1536,IndiGo,DEL-GOI,T3,10:30,186,155,6,None,12.3,25.1,4.1
2026-01-16,IN1537,IndiGo,DEL-LKO,T3,16:00,186,179,11,None,12.7,15.2,4.0
2026-01-16,AK1538,Akasa Air,DEL-GOI,T2,08:15,189,171,10,None,13.4,19.6,4.4
2026-01-16,AI1539,Air India,DEL-BLR,T1,22:00,180,169,0,None,14.5,18.7,4.4
2026-01-16,VI1540,Vistara,DEL-LKO,T2,10:00,188,169,9,None,9.4,17.7,4.5
2026-01-16,IN1541,IndiGo,DEL-CCU,T1,12:45,186,148,6,None,11.6,15.3,4.5
2026-01-16,SP1542,SpiceJet,DEL-BOM,T3,12:45,174,163,41,Air Traffic,14.3,20.7,3.7
2026-01-16,IN1543,IndiGo,DEL-GOI,T3,19:00,186,178,67,Crew,16.4,23.0,3.6
2026-01-17,AI1544,Air India,DEL-GOI,T2,11:15,180,168,16,Late Aircraft,6.5,16.0,4.3
2026-01-17,IN1545,IndiGo,DEL-LKO,T1,10:15,186,142,2,None,4,16.0,4.7
2026-01-17,AK1546,Akasa Air,DEL-LKO,T3,11:30,189,168,7,None,10.7,15.7,4.1
2026-01-17,AI1547,Air India,DEL-LKO,T3,21:00,180,130,17,Weather,9.1,15.6,4.1
2026-01-17,SP1548,SpiceJet,DEL-CCU,T1,19:45,174,129,0,None,13.3,10.5,4.1
2026-01-17,SP1549,SpiceJet,DEL-JAI,T1,17:30,174,149,29,Air Traffic,15.0,23.8,4.0
2026-01-17,AI1550,Air India,DEL-LKO,T1,18:15,180,148,17,Technical,15.7,15.8,3.8
2026-01-17,VI1551,Vistara,DEL-LKO,T3,17:15,188,167,0,None,16.4,19.3,4.0
2026-01-17,SP1552,SpiceJet,DEL-PNQ,T3,21:15,174,150,20,Weather,10.1,9.6,4.2
2026-01-17,AK1553,Akasa Air,DEL-BOM,T3,10:00,189,142,30,Technical,11.5,22.5,3.8
2026-01-17,VI1554,Vistara,DEL-BOM,T3,14:30,188,182,51,Air Traffic,15.8,13.6,3.5
2026-01-17,SP1555,SpiceJet,DEL-HYD,T2,23:15,174,152,0,None,14.8,14.3,4.2
2026-01-17,AI1556,Air India,DEL-BOM,T1,06:45,180,131,4,None,7.9,13.2,4.4
2026-01-17,IN1557,IndiGo,DEL-HYD,T1,08:15,186,173,23,Technical,17.7,13.2,4.0
2026-01-17,AK1558,Akasa Air,DEL-BOM,T2,15:30,189,153,26,Weather,13.4,15.5,3.8
2026-01-17,AK1559,Akasa Air,DEL-BLR,T3,08:00,189,160,41,Late Aircraft,21.9,16.9,3.4
2026-01-17,AK1560,Akasa Air,DEL-JAI,T2,17:45,189,179,23,Technical,10.0,16.3,4.2
2026-01-17,IN1561,IndiGo,DEL-LKO,T1,09:15,186,179,29,Weather,18.7,24.0,3.7
2026-01-17,IN1562,IndiGo,DEL-GOI,T2,13:45,186,152,1,None,15.2,20.2,4.1
2026-01-17,SP1563,SpiceJet,DEL-JAI,T1,15:00,174,165,15,None,8.6,14.7,4.2
2026-01-17,AK1564,Akasa Air,DEL-PNQ,T3,16:45,189,170,2,None,6.2,13.8,4.4
2026-01-17,VI1565,Vistara,DEL-HYD,T3,16:00,188,163,6,None,12.7,18.4,4.0
2026-01-17,AK1566,Akasa Air,DEL-BLR,T2,12:45,189,149,4,None,5.6,21.3,4.3
2026-01-17,AI1567,Air India,DEL-HYD,T3,07:30,180,144,15,None,10.2,15.2,4.3
2026-01-17,VI1568,Vistara,DEL-HYD,T1,07:45,188,135,52,Late Aircraft,15.5,20.6,3.6
2026-01-17,AK1569,Akasa Air,DEL-JAI,T2,18:15,189,172,13,None,14.9,13.7,4.0
2026-01-17,AI1570,Air India,DEL-BOM,T1,18:15,180,163,9,None,16.6,14.8,4.2
2026-01-17,IN1571,IndiGo,DEL-GOI,T3,08:45,186,142,0,None,20.7,22.1,4.4
2026-01-17,IN1572,IndiGo,DEL-JAI,T3,09:45,186,139,10,None,17.2,19.8,4.1
2026-01-17,AK1573,Akasa Air,DEL-GOI,T1,12:00,189,169,0,None,8.6,10.4,4.4
2026-01-17,AK1574,Akasa Air,DEL-BOM,T2,11:15,189,169,18,Weather,9.1,15.0,4.2
2026-01-17,VI1575,Vistara,DEL-CCU,T2,13:45,188,184,0,None,8.8,21.6,4.6
2026-01-17,AI1576,Air India,DEL-GOI,T3,12:00,180,170,24,Crew,11.4,21.0,4.0
2026-01-17,SP1577,SpiceJet,DEL-HYD,T1,08:00,174,172,0,None,13.8,17.1,4.3
2026-01-18,VI1578,Vistara,DEL-GOI,T2,08:45,188,153,10,None,15.5,19.5,4.2
2026-01-18,VI1579,Vistara,DEL-PNQ,T3,18:00,188,149,14,None,20.7,22.5,4.0
2026-01-18,IN1580,IndiGo,DEL-JAI,T3,22:00,186,184,29,Crew,12.2,18.5,3.8
2026-01-18,AI1581,Air India,DEL-PNQ,T1,10:15,180,155,5,None,12.2,15.5,4.2
2026-01-18,IN1582,IndiGo,DEL-CCU,T2,13:45,186,148,9,None,16.5,18.8,4.2
2026-01-18,VI1583,Vistara,DEL-CCU,T1,17:30,188,158,16,Weather,16.6,13.3,4.3
2026-01-18,IN1584,IndiGo,DEL-JAI,T1,05:00,186,155,13,None,10.6,18.1,4.2
2026-01-18,AI1585,Air India,DEL-BOM,T3,22:30,180,179,0,None,7.5,21.0,4.6
2026-01-18,VI1586,Vistara,DEL-PNQ,T1,10:30,188,183,24,Late Aircraft,8.8,13.9,4.1
2026-01-18,SP1587,SpiceJet,DEL-CCU,T3,07:30,174,161,0,None,12.9,14.9,4.6
2026-01-18,AI1588,Air India,DEL-BLR,T2,10:00,180,160,6,None,10.5,17.6,4.4
2026-01-18,IN1589,IndiGo,DEL-PNQ,T1,14:15,186,157,29,Technical,10.7,17.8,4.0
2026-01-18,AK1590,Akasa Air,DEL-CCU,T2,10:15,189,156,4,None,6.6,17.0,4.4
2026-01-18,VI1591,Vistara,DEL-JAI,T1,17:00,188,139,2,None,9.6,18.0,4.2
2026-01-18,VI1592,Vistara,DEL-LKO,T3,14:45,188,188,7,None,16.5,13.6,4.3
2026-01-18,AI1593,Air India,DEL-HYD,T2,14:00,180,155,0,None,6.5,15.9,4.5
2026-01-18,AI1594,Air India,DEL-PNQ,T3,08:45,180,137,17,Weather,19.8,9.1,3.9
2026-01-18,IN1595,IndiGo,DEL-HYD,T1,15:30,186,145,35,Technical,12.5,14.0,3.7
2026-01-18,IN1596,IndiGo,DEL-BOM,T2,15:45,186,178,25,Technical,7.9,19.3,4.2
2026-01-18,SP1597,SpiceJet,DEL-HYD,T3,11:00,174,156,13,None,8.1,23.0,4.2
2026-01-18,SP1598,SpiceJet,DEL-GOI,T3,19:00,174,140,0,None,15.7,13.5,4.1
2026-01-18,AK1599,Akasa Air,DEL-CCU,T3,14:15,189,186,0,None,13.3,17.7,4.5
2026-01-18,AK1600,Akasa Air,DEL-JAI,T1,15:45,189,154,0,None,9.2,17.4,4.4
2026-01-18,VI1601,Vistara,DEL-BLR,T1,08:15,188,144,10,None,16.2,15.1,4.4
2026-01-18,IN1602,IndiGo,DEL-PNQ,T1,17:15,186,147,13,None,12.0,25.5,4.0
2026-01-18,AK1603,Akasa Air,DEL-CCU,T2,17:00,189,150,0,None,9.4,21.6,4.2
2026-01-18,SP1604,SpiceJet,DEL-CCU,T3,06:15,174,157,3,None,12.3,20.8,4.3
2026-01-18,AI1605,Air India,DEL-PNQ,T2,09:30,180,158,19,Technical,21.3,19.6,4.1
2026-01-18,AI1606,Air India,DEL-BOM,T1,21:15,180,173,8,None,15.5,19.1,4.1
2026-01-18,AK1607,Akasa Air,DEL-BLR,T2,12:30,189,189,30,Crew,12.5,16.1,4.0
2026-01-18,VI1608,Vistara,DEL-GOI,T3,17:00,188,159,2,None,10.7,16.5,4.5
2026-01-18,AK1609,Akasa Air,DEL-JAI,T1,05:00,189,184,7,None,9.5,10.8,4.3
2026-01-18,AK1610,Akasa Air,DEL-BOM,T3,18:00,189,155,31,Technical,23.6,21.1,3.8
2026-01-18,IN1611,IndiGo,DEL-JAI,T2,09:30,186,148,26,Weather,18.5,16.1,3.7
2026-01-19,AI1612,Air India,DEL-CCU,T3,22:30,180,135,0,None,13.2,19.5,4.3
2026-01-19,AK1613,Akasa Air,DEL-JAI,T1,09:30,189,161,29,Late Aircraft,17.4,18.9,3.6
2026-01-19,AK1614,Akasa Air,DEL-CCU,T3,17:00,189,168,9,None,12.5,12.8,4.4
2026-01-19,SP1615,SpiceJet,DEL-BOM,T3,11:00,174,134,0,None,11.6,12.9,4.3
2026-01-19,AI1616,Air India,DEL-BOM,T2,13:00,180,166,16,Technical,11.1,20.4,4.3
2026-01-19,AI1617,Air India,DEL-CCU,T1,10:30,180,126,7,None,10.4,17.6,4.5
2026-01-19,VI1618,Vistara,DEL-CCU,T1,09:00,188,172,18,Technical,16.9,12.7,4.1
2026-01-19,IN1619,IndiGo,DEL-BOM,T3,12:30,186,132,0,None,17.7,23.4,4.2
2026-01-19,AK1620,Akasa Air,DEL-LKO,T1,16:00,189,164,5,None,13.8,10.4,4.4
2026-01-19,SP1621,SpiceJet,DEL-LKO,T2,13:15,174,167,21,Air Traffic,11.7,13.4,4.0
2026-01-19,IN1622,IndiGo,DEL-BLR,T1,17:15,186,142,22,Late Aircraft,5.5,12.1,4.2
2026-01-19,AI1623,Air India,DEL-BOM,T1,10:30,180,140,17,Crew,14.9,13.0,3.9
2026-01-19,AK1624,Akasa Air,DEL-PNQ,T2,22:15,189,158,4,None,9.6,21.2,4.3
2026-01-19,AI1625,Air India,DEL-CCU,T3,11:30,180,160,0,None,8.5,18.2,4.6
2026-01-19,AK1626,Akasa Air,DEL-GOI,T2,09:15,189,181,9,None,15.1,13.4,4.1
2026-01-19,AI1627,Air India,DEL-JAI,T3,21:00,180,144,0,None,8.5,21.4,4.2
2026-01-19,IN1628,IndiGo,DEL-PNQ,T1,08:30,186,131,13,None,19.7,20.1,3.8
2026-01-19,AI1629,Air India,DEL-PNQ,T3,10:45,180,168,9,None,13.5,16.9,4.3
2026-01-19,IN1630,IndiGo,DEL-PNQ,T3,10:00,186,181,14,None,8.9,25.8,4.4
2026-01-19,IN1631,IndiGo,DEL-HYD,T3,08:15,186,149,8,None,15.1,21.1,4.4
2026-01-19,IN1632,IndiGo,DEL-CCU,T3,10:15,186,175,8,None,17.2,23.5,4.3
2026-01-19,IN1633,IndiGo,DEL-JAI,T3,16:45,186,169,0,None,10.8,13.2,4.4
2026-01-19,AI1634,Air India,DEL-PNQ,T3,14:15,180,172,21,Late Aircraft,12.1,16.8,4.0
2026-01-19,SP1635,SpiceJet,DEL-CCU,T2,10:00,174,128,6,None,12.3,14.6,4.1
2026-01-19,VI1636,Vistara,DEL-JAI,T2,09:45,188,155,0,None,15.8,10.9,4.2
2026-01-19,IN1637,IndiGo,DEL-HYD,T2,10:15,186,155,20,Air Traffic,9.8,17.2,4.1
2026-01-19,IN1638,IndiGo,DEL-BLR,T1,06:15,186,169,12,None,13.5,18.3,4.0
2026-01-19,AK1639,Akasa Air,DEL-GOI,T1,10:15,189,182,0,None,13.2,10.9,4.1
2026-01-19,SP1640,SpiceJet,DEL-CCU,T1,17:15,174,157,0,None,10.5,10.1,4.3
2026-01-19,SP1641,SpiceJet,DEL-LKO,T1,13:45,174,127,13,None,12.8,15.0,4.3
2026-01-19,VI1642,Vistara,DEL-PNQ,T1,13:15,188,147,9,None,6.4,24.3,4.6
2026-01-19,VI1643,Vistara,DEL-LKO,T3,09:30,188,151,11,None,15.4,17.9,4.4
2026-01-19,IN1644,IndiGo,DEL-HYD,T1,15:30,186,139,3,None,7.8,20.5,4.3
2026-01-19,AK1645,Akasa Air,DEL-BLR,T2,11:45,189,178,2,None,9.5,18.3,4.2
2026-01-20,SP1646,SpiceJet,DEL-BLR,T2,20:15,174,154,15,None,9.1,20.4,4.1
2026-01-20,AK1647,Akasa Air,DEL-JAI,T2,05:45,189,164,21,Technical,11.1,21.3,4.2
2026-01-20,SP1648,SpiceJet,DEL-JAI,T3,17:45,174,160,18,Technical,10.7,11.9,4.3
2026-01-20,AI1649,Air India,DEL-HYD,T3,17:15,180,154,22,Air Traffic,7.3,23.8,4.1
2026-01-20,VI1650,Vistara,DEL-GOI,T3,07:30,188,160,29,Technical,9.2,19.6,3.9
2026-01-20,SP1651,SpiceJet,DEL-JAI,T1,09:45,174,124,8,None,14.3,11.0,4.1
2026-01-20,AI1652,Air India,DEL-LKO,T1,10:15,180,128,20,Late Aircraft,14.4,14.9,4.3
2026-01-20,SP1653,SpiceJet,DEL-GOI,T3,09:00,174,129,5,None,21.5,21.8,3.9
2026-01-20,VI1654,Vistara,DEL-HYD,T2,09:00,188,175,20,Late Aircraft,13.7,19.9,4.2
2026-01-20,SP1655,SpiceJet,DEL-GOI,T2,15:00,174,159,0,None,13.6,15.3,4.2
2026-01-20,IN1656,IndiGo,DEL-LKO,T1,05:45,186,171,6,None,10.0,18.4,4.2
2026-01-20,AK1657,Akasa Air,DEL-BLR,T3,11:15,189,142,2,None,6.1,14.6,4.3
2026-01-20,IN1658,IndiGo,DEL-PNQ,T2,05:15,186,172,16,Weather,11.2,15.3,4.0
2026-01-20,SP1659,SpiceJet,DEL-GOI,T3,14:30,174,170,63,Late Aircraft,14.1,17.2,3.8
2026-01-20,SP1660,SpiceJet,DEL-HYD,T2,16:15,174,123,0,None,16.3,25.8,4.2
2026-01-20,AK1661,Akasa Air,DEL-BOM,T1,16:15,189,143,11,None,9.0,18.7,4.1
2026-01-20,VI1662,Vistara,DEL-JAI,T2,08:00,188,154,34,Technical,17.6,19.7,3.7
2026-01-20,AK1663,Akasa Air,DEL-LKO,T3,10:15,189,149,4,None,13.2,22.1,4.5
2026-01-20,AI1664,Air India,DEL-LKO,T2,09:15,180,176,21,Weather,17.4,19.7,3.8
2026-01-20,AI1665,Air India,DEL-BLR,T2,13:45,180,137,6,None,12.0,19.9,4.2
2026-01-20,AI1666,Air India,DEL-GOI,T3,14:45,180,151,49,Late Aircraft,15.3,18.1,3.8
2026-01-20,IN1667,IndiGo,DEL-LKO,T2,07:45,186,137,37,Late Aircraft,10.7,15.2,3.9
2026-01-20,VI1668,Vistara,DEL-LKO,T3,14:45,188,130,6,None,11.1,21.4,4.2
2026-01-20,SP1669,SpiceJet,DEL-LKO,T3,12:00,174,170,0,None,18.6,20.6,4.4
2026-01-20,SP1670,SpiceJet,DEL-HYD,T1,13:45,174,152,24,Late Aircraft,8.5,16.9,4.1
2026-01-20,AI1671,Air India,DEL-CCU,T2,21:45,180,160,11,None,9.6,11.9,4.2
2026-01-20,AI1672,Air India,DEL-GOI,T1,15:00,180,158,11,None,12.3,20.9,4.3
2026-01-20,AK1673,Akasa Air,DEL-CCU,T3,09:30,189,147,2,None,22.3,15.9,4.0
2026-01-20,SP1674,SpiceJet,DEL-BLR,T1,15:45,174,167,12,None,8.8,14.7,4.5
2026-01-20,IN1675,IndiGo,DEL-BLR,T1,17:15,186,144,14,None,9.3,18.5,4.1
2026-01-20,AI1676,Air India,DEL-JAI,T1,21:45,180,163,11,None,9.2,18.3,4.5
2026-01-20,SP1677,SpiceJet,DEL-BLR,T3,09:45,174,126,1,None,18.7,17.4,4.0
2026-01-20,IN1678,IndiGo,DEL-BOM,T1,17:30,186,140,0,None,6.6,18.0,4.5
2026-01-20,SP1679,SpiceJet,DEL-JAI,T3,16:45,174,165,0,None,18.5,17.0,4.4
2026-01-21,SP1680,SpiceJet,DEL-BOM,T3,19:30,174,165,32,Crew,18.1,21.6,4.0
2026-01-21,AI1681,Air India,DEL-PNQ,T2,17:00,180,134,20,Late Aircraft,18.5,16.8,4.1
2026-01-21,VI1682,Vistara,DEL-BOM,T3,17:45,188,163,9,None,16.4,21.0,4.3
2026-01-21,IN1683,IndiGo,DEL-LKO,T2,09:45,186,176,14,None,17.0,11.3,3.8
2026-01-21,IN1684,IndiGo,DEL-GOI,T3,23:00,186,158,25,Late Aircraft,14.3,18.0,4.2
2026-01-21,IN1685,IndiGo,DEL-LKO,T3,06:00,186,170,53,Technical,13.4,21.9,3.7
2026-01-21,AI1686,Air India,DEL-JAI,T1,17:45,180,142,27,Weather,8.9,23.5,4.2
2026-01-21,AI1687,Air India,DEL-CCU,T1,10:30,180,163,0,None,15.6,14.5,4.1
2026-01-21,AI1688,Air India,DEL-PNQ,T3,15:15,180,141,22,Technical,14.4,13.8,4.2
2026-01-21,IN1689,IndiGo,DEL-LKO,T1,19:00,186,155,22,Technical,12.1,19.3,3.9
2026-01-21,AK1690,Akasa Air,DEL-PNQ,T2,23:30,189,142,27,Late Aircraft,10.9,15.3,3.8
2026-01-21,AI1691,Air India,DEL-CCU,T3,21:15,180,169,38,Weather,14.5,22.5,3.8
2026-01-21,IN1692,IndiGo,DEL-LKO,T2,16:00,186,144,60,Crew,8.0,24.6,3.8
2026-01-21,AI1693,Air India,DEL-PNQ,T3,15:45,180,140,0,None,10.8,12.7,4.4
2026-01-21,VI1694,Vistara,DEL-HYD,T1,18:45,188,135,1,None,13.7,18.8,4.2
2026-01-21,AI1695,Air India,DEL-BOM,T1,22:15,180,130,0,None,8.3,16.6,4.4
2026-01-21,SP1696,SpiceJet,DEL-CCU,T1,09:00,174,158,0,None,9.1,19.0,4.5
2026-01-21,SP1697,SpiceJet,DEL-LKO,T2,16:15,174,126,0,None,14.1,21.0,4.5
2026-01-21,IN1698,IndiGo,DEL-JAI,T2,17:15,186,166,14,None,14.1,16.9,4.0
2026-01-21,SP1699,SpiceJet,DEL-BOM,T2,18:00,174,145,14,None,12.1,16.9,4.3
2026-01-21,AI1700,Air India,DEL-BLR,T1,15:30,180,126,0,None,9.2,11.8,4.2
2026-01-21,IN1701,IndiGo,DEL-BLR,T3,14:00,186,138,0,None,17.4,16.2,4.1
2026-01-21,AK1702,Akasa Air,DEL-GOI,T3,13:00,189,164,3,None,9.6,11.0,4.5
2026-01-21,AI1703,Air India,DEL-BOM,T1,10:45,180,156,7,None,11.6,20.9,4.1
2026-01-21,IN1704,IndiGo,DEL-GOI,T1,16:30,186,151,0,None,13.0,15.3,4.1
2026-01-21,AI1705,Air India,DEL-PNQ,T3,16:00,180,146,0,None,18.3,27.3,4.2
2026-01-21,AK1706,Akasa Air,DEL-CCU,T1,08:15,189,135,4,None,15.7,23.0,4.0
2026-01-21,VI1707,Vistara,DEL-BOM,T1,22:45,188,172,0,None,13.6,20.4,4.5
2026-01-21,IN1708,IndiGo,DEL-PNQ,T3,19:45,186,145,0,None,14.0,17.0,4.5
2026-01-21,SP1709,SpiceJet,DEL-HYD,T1,17:30,174,126,0,None,7.5,21.5,4.2
2026-01-21,AI1710,Air India,DEL-LKO,T3,09:00,180,151,47,Technical,14.6,16.9,3.6
2026-01-21,VI1711,Vistara,DEL-LKO,T3,19:30,188,170,0,None,19.7,16.2,3.9
2026-01-21,AK1712,Akasa Air,DEL-JAI,T3,05:45,189,159,26,Late Aircraft,6.8,26.3,4.3
2026-01-21,IN1713,IndiGo,DEL-CCU,T3,17:00,186,157,8,None,7.6,27.9,4.4
2026-01-22,AK1714,Akasa Air,DEL-JAI,T3,16:45,189,151,0,None,12.7,19.5,4.1
2026-01-22,SP1715,SpiceJet,DEL-HYD,T2,08:30,174,163,49,Technical,17.6,16.1,3.6
2026-01-22,AI1716,Air India,DEL-BOM,T3,15:45,180,151,0,None,19.6,24.3,4.4
2026-01-22,IN1717,IndiGo,DEL-PNQ,T1,13:00,186,129,0,None,12.5,15.4,4.3
2026-01-22,SP1718,SpiceJet,DEL-JAI,T1,14:30,174,128,0,None,14.5,15.4,4.2
2026-01-22,VI1719,Vistara,DEL-LKO,T3,15:00,188,166,1,None,11.5,17.9,4.5
2026-01-22,VI1720,Vistara,DEL-CCU,T1,10:30,188,138,0,None,12.3,18.4,4.4
2026-01-22,IN1721,IndiGo,DEL-LKO,T2,14:45,186,170,21,Air Traffic,13.6,14.5,4.3
2026-01-22,AI1722,Air India,DEL-BLR,T3,18:00,180,137,7,None,18.4,15.7,4.3
2026-01-22,SP1723,SpiceJet,DEL-JAI,T2,14:00,174,151,0,None,10.7,14.4,4.3
2026-01-22,VI1724,Vistara,DEL-CCU,T3,13:15,188,157,9,None,11.6,22.6,4.3
2026-01-22,AI1725,Air India,DEL-BLR,T1,06:30,180,156,69,Late Aircraft,11.8,20.1,3.5
2026-01-22,AI1726,Air India,DEL-CCU,T2,14:00,180,143,2,None,9.0,23.0,4.3
2026-01-22,AI1727,Air India,DEL-BOM,T1,16:45,180,149,1,None,12.2,16.0,4.2
2026-01-22,VI1728,Vistara,DEL-PNQ,T2,08:30,188,149,0,None,14.1,19.4,4.3
2026-01-22,AI1729,Air India,DEL-GOI,T1,12:15,180,157,0,None,10.3,16.3,4.6
2026-01-22,AI1730,Air India,DEL-JAI,T3,07:30,180,152,0,None,17.0,18.2,4.2
2026-01-22,AK1731,Akasa Air,DEL-PNQ,T3,13:00,189,134,13,None,6.9,22.0,4.3
2026-01-22,AI1732,Air India,DEL-GOI,T3,08:00,180,134,0,None,15.8,18.8,4.3
2026-01-22,AI1733,Air India,DEL-JAI,T3,12:00,180,156,0,None,13.1,17.3,4.4
2026-01-22,AK1734,Akasa Air,DEL-JAI,T2,17:00,189,161,14,None,9.0,18.1,4.1
2026-01-22,AI1735,Air India,DEL-GOI,T3,10:30,180,175,11,None,15.1,17.2,3.9
2026-01-22,AK1736,Akasa Air,DEL-PNQ,T2,21:30,189,147,7,None,12.6,22.8,4.0
2026-01-22,AI1737,Air India,DEL-GOI,T1,22:15,180,130,6,None,10.9,13.3,4.4
2026-01-22,SP1738,SpiceJet,DEL-CCU,T2,09:15,174,157,16,Air Traffic,13.7,11.7,3.9
2026-01-22,SP1739,SpiceJet,DEL-HYD,T3,09:15,174,134,27,Air Traffic,15.7,25.7,4.1
2026-01-22,IN1740,IndiGo,DEL-HYD,T1,10:00,186,169,64,Weather,10.7,21.1,3.6
2026-01-22,IN1741,IndiGo,DEL-BOM,T1,18:30,186,161,8,None,16.1,16.7,4.3
2026-01-22,IN1742,IndiGo,DEL-CCU,T1,18:00,186,137,12,None,13.6,23.2,4.2
2026-01-22,IN1743,IndiGo,DEL-BOM,T1,10:15,186,136,14,None,11.6,17.0,4.2
2026-01-22,VI1744,Vistara,DEL-GOI,T1,20:00,188,184,25,Late Aircraft,7.3,19.5,4.1
2026-01-22,AK1745,Akasa Air,DEL-PNQ,T1,21:15,189,140,58,Late Aircraft,7.0,18.0,3.9
2026-01-22,VI1746,Vistara,DEL-GOI,T2,08:15,188,173,63,Crew,10.1,26.3,3.8
2026-01-22,VI1747,Vistara,DEL-HYD,T2,17:15,188,174,0,None,13.4,19.8,4.4
2026-01-23,IN1748,IndiGo,DEL-PNQ,T3,09:15,186,181,3,None,20.9,12.5,3.9
2026-01-23,SP1749,SpiceJet,DEL-LKO,T2,15:15,174,162,0,None,8.0,20.5,4.4
2026-01-23,IN1750,IndiGo,DEL-CCU,T2,09:15,186,178,0,None,18.6,20.5,4.4
2026-01-23,VI1751,Vistara,DEL-JAI,T1,19:15,188,175,56,Air Traffic,17.5,19.7,3.8
2026-01-23,SP1752,SpiceJet,DEL-BOM,T3,13:00,174,164,20,Technical,15.4,21.4,3.8
2026-01-23,IN1753,IndiGo,DEL-LKO,T1,09:45,186,157,10,None,19.2,15.9,4.2
2026-01-23,IN1754,IndiGo,DEL-GOI,T1,07:30,186,129,2,None,9.9,20.1,4.6
2026-01-23,AK1755,Akasa Air,DEL-GOI,T3,13:00,189,159,0,None,14.5,16.7,4.1
2026-01-23,AI1756,Air India,DEL-LKO,T1,17:30,180,158,20,Late Aircraft,6.4,14.5,4.0
2026-01-23,SP1757,SpiceJet,DEL-CCU,T1,08:00,174,121,15,None,15.2,22.4,3.9
2026-01-23,VI1758,Vistara,DEL-CCU,T2,16:00,188,132,4,None,19.2,21.7,3.9
2026-01-23,VI1759,Vistara,DEL-BOM,T3,17:00,188,171,57,Air Traffic,11.8,8.3,3.8
2026-01-23,VI1760,Vistara,DEL-LKO,T3,14:45,188,156,8,None,12.4,18.0,4.1
2026-01-23,IN1761,IndiGo,DEL-BLR,T3,09:30,186,164,6,None,18.2,14.9,4.4
2026-01-23,SP1762,SpiceJet,DEL-HYD,T2,11:15,174,140,0,None,13.7,18.4,4.1
2026-01-23,AK1763,Akasa Air,DEL-JAI,T1,05:30,189,184,24,Late Aircraft,11.3,16.2,3.9
2026-01-23,AI1764,Air India,DEL-GOI,T1,10:15,180,138,14,None,12.0,14.5,4.4
2026-01-23,IN1765,IndiGo,DEL-JAI,T1,19:30,186,178,10,None,18.0,20.1,4.3
2026-01-23,VI1766,Vistara,DEL-BLR,T3,14:15,188,133,21,Technical,9.8,19.3,4.2
2026-01-23,IN1767,IndiGo,DEL-GOI,T2,15:45,186,149,0,None,9.7,17.4,4.4
2026-01-23,IN1768,IndiGo,DEL-BLR,T1,08:45,186,145,43,Air Traffic,17.9,23.1,3.8
