order_id,order_date,month,customer_id,customer_segment,region,city,category,product,channel,payment_method,quantity,unit_price,discount,sales,profit,shipping_days,returned
ORD103346,2025-04-13,2025-04,CUST7760,Returning Customer,North,Pune,Grocery,Rice Pack,Marketplace,Debit Card,4,45,0.05,171.0,25.88,9,No
ORD103347,2025-04-30,2025-04,CUST4127,Returning Customer,East,Lucknow,Home & Kitchen,Lamp,Marketplace,COD,3,196,0.2,470.4,72.66,2,No
ORD103348,2025-09-12,2025-09,CUST1338,Returning Customer,North,Jaipur,Grocery,Snacks,Website,Credit Card,1,53,0.15,45.05,5.72,2,No
ORD103349,2025-06-18,2025-06,CUST1148,New Customer,Central,Ahmedabad,Fashion,T-Shirt,Website,Credit Card,6,132,0.25,594.0,183.05,8,No
ORD103350,2025-04-30,2025-04,CUST4108,Returning Customer,West,Hyderabad,Sports,Cricket Bat,Marketplace,COD,3,145,0.05,413.25,106.13,9,No
ORD103351,2025-07-10,2025-07,CUST9943,Returning Customer,North,Hyderabad,Beauty,Makeup Kit,Website,Debit Card,2,71,0.1,127.8,37.77,9,No
ORD103352,2025-09-24,2025-09,CUST2233,New Customer,Central,Chennai,Fashion,Dress,Marketplace,Credit Card,3,109,0,327,100.57,4,No
ORD103353,2025-04-23,2025-04,CUST5070,Premium Customer,Central,Delhi,Fashion,Jacket,Mobile App,Net Banking,1,19,0.05,18.05,5.07,2,No
ORD103354,2025-03-17,2025-03,CUST7807,Returning Customer,West,Delhi,Grocery,Rice Pack,Marketplace,Debit Card,6,60,0.05,342.0,24.57,2,No
ORD103355,2025-03-06,2025-03,CUST8358,Returning Customer,Central,Lucknow,Sports,Yoga Mat,Website,UPI,4,107,0.1,385.2,58.73,7,No
ORD103356,2025-06-08,2025-06,CUST7042,New Customer,South,Kolkata,Electronics,Smartphone,Marketplace,Debit Card,6,673,0.2,3230.4,578.77,3,No
ORD103357,2025-06-26,2025-06,CUST3144,Premium Customer,South,Delhi,Electronics,Smartphone,Marketplace,UPI,4,651,0.25,1953.0,264.54,3,No
ORD103358,2025-04-19,2025-04,CUST8112,Returning Customer,South,Delhi,Home & Kitchen,Bedsheet,Marketplace,Debit Card,6,161,0.2,772.8,134.2,7,No
ORD103359,2025-10-12,2025-10,CUST8415,Returning Customer,South,Hyderabad,Fashion,T-Shirt,Website,Net Banking,1,157,0.1,141.3,31.62,6,No
ORD103360,2025-03-10,2025-03,CUST9307,Premium Customer,North,Chennai,Fashion,T-Shirt,Marketplace,Debit Card,3,145,0,435,142.98,8,No
ORD103361,2025-08-13,2025-08,CUST4641,New Customer,Central,Bengaluru,Books,Biography,Mobile App,Debit Card,3,37,0.1,99.9,14.32,9,No
ORD103362,2025-12-23,2025-12,CUST7098,Returning Customer,West,Ahmedabad,Home & Kitchen,Cookware Set,Marketplace,UPI,1,120,0.25,90.0,17.13,1,No
ORD103363,2025-12-10,2025-12,CUST1504,Returning Customer,East,Hyderabad,Fashion,Dress,Website,Net Banking,6,24,0.15,122.4,31.39,6,No
ORD103364,2025-08-19,2025-08,CUST7745,Returning Customer,West,Ahmedabad,Electronics,Tablet,Website,UPI,4,722,0.15,2454.8,434.7,1,No
ORD103365,2025-11-24,2025-11,CUST5135,Returning Customer,West,Ahmedabad,Electronics,Tablet,Mobile App,UPI,2,1081,0,2162,239.45,2,No
ORD103366,2025-02-06,2025-02,CUST2978,Premium Customer,Central,Delhi,Fashion,T-Shirt,Website,COD,2,92,0.2,147.2,47.3,8,No
ORD103367,2025-04-11,2025-04,CUST6258,Returning Customer,East,Pune,Grocery,Rice Pack,Mobile App,Credit Card,1,66,0,66,6.93,5,No
ORD103368,2025-02-17,2025-02,CUST1623,Returning Customer,North,Ahmedabad,Fashion,Jeans,Website,COD,5,105,0.1,472.5,135.3,6,No
ORD103369,2025-06-29,2025-06,CUST6728,Premium Customer,North,Bengaluru,Grocery,Cooking Oil,Marketplace,Credit Card,2,47,0,94,4.94,9,No
ORD103370,2025-06-29,2025-06,CUST9758,New Customer,East,Mumbai,Books,Business Book,Mobile App,Net Banking,1,57,0.2,45.6,7.86,7,No
ORD103371,2025-03-22,2025-03,CUST9504,Returning Customer,East,Chennai,Books,Fiction Book,Website,Net Banking,3,59,0.05,168.15,23.83,9,No
ORD103372,2025-11-24,2025-11,CUST9484,Premium Customer,North,Mumbai,Fashion,Dress,Marketplace,UPI,3,42,0.25,94.5,31.16,8,No
ORD103373,2025-03-19,2025-03,CUST5061,Returning Customer,West,Chennai,Fashion,Sneakers,Marketplace,Credit Card,1,123,0,123,29.42,9,No
ORD103374,2025-10-27,2025-10,CUST3872,Returning Customer,East,Lucknow,Home & Kitchen,Lamp,Mobile App,COD,1,77,0.05,73.15,19.88,5,No
ORD103375,2025-09-21,2025-09,CUST6941,Returning Customer,Central,Hyderabad,Electronics,Smartphone,Marketplace,Credit Card,2,148,0.15,251.6,49.15,3,No
ORD103376,2025-05-13,2025-05,CUST9441,Returning Customer,South,Chennai,Electronics,Laptop,Website,UPI,5,648,0.05,3078.0,380.39,1,No
ORD103377,2025-06-02,2025-06,CUST3115,Returning Customer,South,Jaipur,Fashion,Dress,Website,UPI,6,133,0.2,638.4,203.47,1,No
ORD103378,2025-04-26,2025-04,CUST3509,New Customer,Central,Bengaluru,Beauty,Perfume,Mobile App,COD,1,92,0,92,27.09,9,No
ORD103379,2025-04-14,2025-04,CUST8525,Premium Customer,Central,Kolkata,Electronics,Laptop,Website,COD,2,1173,0.1,2111.4,401.3,3,No
ORD103380,2025-01-24,2025-01,CUST9928,Returning Customer,West,Jaipur,Grocery,Flour Pack,Marketplace,Credit Card,3,33,0,99,16.97,8,No
ORD103381,2025-04-13,2025-04,CUST7485,Returning Customer,Central,Kolkata,Beauty,Face Cream,Mobile App,Credit Card,4,79,0,316,79.11,3,No
ORD103382,2025-06-12,2025-06,CUST2172,Returning Customer,West,Mumbai,Fashion,Jeans,Website,Net Banking,4,142,0.15,482.8,105.95,9,No
ORD103383,2025-11-20,2025-11,CUST2317,Returning Customer,North,Bengaluru,Home & Kitchen,Lamp,Website,Credit Card,6,232,0.2,1113.6,213.59,9,No
ORD103384,2025-06-06,2025-06,CUST5543,New Customer,North,Ahmedabad,Electronics,Smartwatch,Website,COD,5,528,0.25,1980.0,163.14,4,Yes
ORD103385,2025-11-18,2025-11,CUST8331,Premium Customer,North,Lucknow,Sports,Cricket Bat,Marketplace,Debit Card,2,100,0.1,180.0,25.41,7,No
ORD103386,2025-12-16,2025-12,CUST4710,New Customer,West,Jaipur,Sports,Dumbbells,Website,COD,5,41,0.25,153.75,35.7,1,Yes
ORD103387,2025-10-28,2025-10,CUST2728,Returning Customer,North,Hyderabad,Sports,Dumbbells,Website,Net Banking,4,82,0.1,295.2,54.35,7,No
ORD103388,2025-05-22,2025-05,CUST5767,New Customer,North,Delhi,Home & Kitchen,Lamp,Marketplace,Net Banking,6,349,0,2094,500.62,8,No
ORD103389,2025-07-22,2025-07,CUST9309,Returning Customer,Central,Ahmedabad,Sports,Football,Marketplace,Debit Card,2,151,0,302,50.46,3,No
ORD103390,2025-03-12,2025-03,CUST6834,Premium Customer,Central,Pune,Books,Children Book,Mobile App,Net Banking,1,38,0.2,30.4,4.93,7,No
ORD103391,2025-02-04,2025-02,CUST7593,New Customer,East,Lucknow,Home & Kitchen,Storage Box,Marketplace,Credit Card,5,281,0,1405,253.12,9,No
ORD103392,2025-03-07,2025-03,CUST1610,Returning Customer,South,Chennai,Electronics,Smartphone,Mobile App,UPI,4,775,0.1,2790.0,480.88,6,No
ORD103393,2025-03-15,2025-03,CUST7724,New Customer,East,Kolkata,Home & Kitchen,Lamp,Mobile App,Credit Card,5,258,0.05,1225.5,207.31,7,No
ORD103394,2025-10-23,2025-10,CUST3040,Returning Customer,North,Jaipur,Fashion,Jacket,Marketplace,Credit Card,5,132,0,660,171.08,4,No
ORD103395,2025-05-07,2025-05,CUST5637,Returning Customer,West,Lucknow,Sports,Dumbbells,Marketplace,Credit Card,3,124,0.2,297.6,51.83,5,No
ORD103396,2025-03-30,2025-03,CUST6979,Returning Customer,West,Chennai,Fashion,T-Shirt,Marketplace,Debit Card,5,94,0.05,446.5,136.3,2,No
ORD103397,2025-06-12,2025-06,CUST8384,New Customer,South,Hyderabad,Books,Biography,Website,UPI,3,32,0.2,76.8,14.07,4,No
ORD103398,2025-02-16,2025-02,CUST3853,New Customer,West,Pune,Fashion,Jacket,Marketplace,UPI,2,43,0.15,73.1,22.99,5,No
ORD103399,2025-02-14,2025-02,CUST1270,Returning Customer,East,Ahmedabad,Beauty,Serum,Marketplace,UPI,5,67,0.25,251.25,91.91,6,No
ORD103400,2025-10-05,2025-10,CUST2586,New Customer,East,Kolkata,Home & Kitchen,Mixer,Mobile App,UPI,5,143,0.2,572.0,114.58,1,No
ORD103401,2025-08-01,2025-08,CUST7813,Premium Customer,North,Chennai,Grocery,Cooking Oil,Website,COD,1,12,0.15,10.2,0.98,5,No
ORD103402,2025-01-02,2025-01,CUST9811,New Customer,Central,Lucknow,Electronics,Smartphone,Mobile App,Net Banking,4,1094,0.15,3719.6,593.21,2,Yes
ORD103403,2025-12-22,2025-12,CUST8026,New Customer,West,Delhi,Grocery,Rice Pack,Mobile App,Net Banking,1,53,0.25,39.75,7.02,7,No
ORD103404,2025-11-27,2025-11,CUST1180,New Customer,East,Mumbai,Grocery,Cooking Oil,Marketplace,COD,6,27,0.25,121.5,6.08,6,No
ORD103405,2025-01-19,2025-01,CUST6557,Returning Customer,Central,Ahmedabad,Fashion,Dress,Mobile App,Net Banking,4,161,0.25,483.0,146.95,3,No
ORD103406,2025-01-24,2025-01,CUST5624,Returning Customer,West,Mumbai,Home & Kitchen,Lamp,Mobile App,Debit Card,6,186,0.2,892.8,176.0,5,No
ORD103407,2025-08-05,2025-08,CUST2026,New Customer,East,Kolkata,Fashion,Jacket,Website,Net Banking,4,60,0.15,204.0,65.92,9,No
ORD103408,2025-01-31,2025-01,CUST9902,Returning Customer,South,Chennai,Electronics,Headphones,Website,Net Banking,1,716,0.15,608.6,100.39,2,No
ORD103409,2025-09-10,2025-09,CUST3024,Returning Customer,East,Bengaluru,Sports,Cricket Bat,Mobile App,Credit Card,4,180,0.2,576.0,103.2,4,No
ORD103410,2025-05-07,2025-05,CUST5592,Returning Customer,West,Lucknow,Fashion,Sneakers,Mobile App,COD,1,60,0,60,13.12,4,No
ORD103411,2025-10-08,2025-10,CUST9343,Returning Customer,North,Pune,Sports,Yoga Mat,Website,Debit Card,5,64,0.15,272.0,58.48,3,No
ORD103412,2025-01-20,2025-01,CUST8952,New Customer,West,Bengaluru,Sports,Yoga Mat,Mobile App,Debit Card,2,120,0.15,204.0,31.03,6,No
ORD103413,2025-08-28,2025-08,CUST6518,New Customer,North,Kolkata,Books,Fiction Book,Website,Net Banking,5,50,0.15,212.5,48.7,2,No
ORD103414,2025-06-30,2025-06,CUST9267,New Customer,Central,Jaipur,Electronics,Laptop,Mobile App,Net Banking,3,547,0,1641,197.43,5,No
ORD103415,2025-04-09,2025-04,CUST8142,New Customer,South,Chennai,Electronics,Tablet,Website,COD,5,792,0.25,2970.0,248.03,1,No
ORD103416,2025-11-05,2025-11,CUST5347,Returning Customer,Central,Jaipur,Home & Kitchen,Lamp,Mobile App,Debit Card,1,67,0,67,18.06,7,No
ORD103417,2025-12-23,2025-12,CUST7739,New Customer,Central,Chennai,Sports,Yoga Mat,Marketplace,Net Banking,5,55,0.1,247.5,37.09,5,No
ORD103418,2025-01-30,2025-01,CUST7088,Returning Customer,South,Jaipur,Fashion,Dress,Website,COD,4,122,0.05,463.6,115.69,8,No
ORD103419,2025-11-07,2025-11,CUST3619,New Customer,Central,Ahmedabad,Home & Kitchen,Bedsheet,Website,Debit Card,1,269,0.25,201.75,42.71,4,No
ORD103420,2025-11-10,2025-11,CUST8700,New Customer,Central,Kolkata,Grocery,Flour Pack,Website,Credit Card,4,65,0.25,195.0,17.22,5,No
ORD103421,2025-07-01,2025-07,CUST2350,Returning Customer,South,Lucknow,Books,Fiction Book,Marketplace,Credit Card,2,31,0,62,11.38,8,No
ORD103422,2025-08-01,2025-08,CUST1861,Returning Customer,East,Pune,Beauty,Shampoo,Website,COD,6,94,0.25,423.0,128.72,4,No
ORD103423,2025-10-29,2025-10,CUST8556,New Customer,West,Lucknow,Electronics,Headphones,Marketplace,COD,3,651,0,1953,269.4,1,No
ORD103424,2025-10-05,2025-10,CUST3890,Returning Customer,Central,Chennai,Grocery,Cooking Oil,Website,UPI,5,61,0.25,228.75,18.63,1,No
ORD103425,2025-07-24,2025-07,CUST7347,Returning Customer,Central,Delhi,Electronics,Laptop,Mobile App,UPI,2,466,0.05,885.4,162.7,8,No
ORD103426,2025-04-10,2025-04,CUST1505,Returning Customer,South,Jaipur,Books,Children Book,Mobile App,Net Banking,6,45,0.05,256.5,47.03,2,No
ORD103427,2025-02-14,2025-02,CUST5770,New Customer,West,Mumbai,Home & Kitchen,Storage Box,Website,COD,5,212,0,1060,276.98,7,No
ORD103428,2025-11-28,2025-11,CUST5797,New Customer,East,Lucknow,Grocery,Cooking Oil,Marketplace,Credit Card,5,42,0.25,157.5,24.09,2,No
ORD103429,2025-03-10,2025-03,CUST7608,New Customer,West,Jaipur,Books,Exam Guide,Marketplace,Debit Card,2,19,0.25,28.5,3.45,2,No
ORD103430,2025-12-11,2025-12,CUST7364,Returning Customer,North,Ahmedabad,Sports,Running Shoes,Mobile App,Credit Card,5,90,0.25,337.5,50.63,4,No
ORD103431,2025-01-03,2025-01,CUST9128,Premium Customer,South,Ahmedabad,Home & Kitchen,Storage Box,Mobile App,UPI,2,29,0.15,49.3,11.72,8,No
ORD103432,2025-07-08,2025-07,CUST7047,Returning Customer,South,Bengaluru,Grocery,Snacks,Marketplace,Debit Card,4,33,0.1,118.8,17.44,8,No
ORD103433,2025-02-14,2025-02,CUST7995,New Customer,East,Jaipur,Electronics,Laptop,Marketplace,Debit Card,6,998,0.2,4790.4,916.6,7,No
ORD103434,2025-06-24,2025-06,CUST3099,Returning Customer,East,Ahmedabad,Fashion,Dress,Marketplace,UPI,4,141,0.1,507.6,136.26,4,No
ORD103435,2025-11-02,2025-11,CUST8586,New Customer,West,Delhi,Beauty,Perfume,Mobile App,Net Banking,3,44,0,132,39.86,6,No
ORD103436,2025-06-16,2025-06,CUST9148,Returning Customer,East,Kolkata,Fashion,T-Shirt,Marketplace,UPI,1,16,0.15,13.6,3.27,8,No
ORD103437,2025-02-24,2025-02,CUST9127,New Customer,North,Jaipur,Books,Biography,Mobile App,UPI,2,7,0.1,12.6,1.92,6,No
ORD103438,2025-07-05,2025-07,CUST8629,Returning Customer,South,Jaipur,Electronics,Smartwatch,Mobile App,COD,5,977,0.1,4396.5,481.38,1,No
ORD103439,2025-03-14,2025-03,CUST9101,Returning Customer,North,Lucknow,Fashion,Dress,Marketplace,Debit Card,3,152,0.05,433.2,98.11,1,No
ORD103440,2025-03-13,2025-03,CUST9840,New Customer,Central,Lucknow,Electronics,Headphones,Mobile App,UPI,5,109,0.1,490.5,94.7,3,No
ORD103441,2025-08-07,2025-08,CUST6307,New Customer,North,Ahmedabad,Home & Kitchen,Bedsheet,Mobile App,Net Banking,3,327,0,981,264.78,5,No
ORD103442,2025-01-25,2025-01,CUST9962,Premium Customer,South,Kolkata,Sports,Running Shoes,Mobile App,Net Banking,1,179,0.25,134.25,23.95,6,No
ORD103443,2025-10-24,2025-10,CUST4404,Returning Customer,East,Delhi,Sports,Cricket Bat,Website,UPI,2,139,0,278,54.86,3,No
ORD103444,2025-10-09,2025-10,CUST3632,Returning Customer,East,Delhi,Home & Kitchen,Mixer,Marketplace,COD,1,154,0.05,146.3,36.62,5,No
ORD103445,2025-06-01,2025-06,CUST8803,Returning Customer,West,Hyderabad,Fashion,Jeans,Website,Credit Card,4,26,0.05,98.8,27.54,3,No
ORD103446,2025-05-27,2025-05,CUST3249,New Customer,North,Mumbai,Fashion,Sneakers,Website,Credit Card,6,60,0.25,270.0,77.51,5,Yes
ORD103447,2025-08-14,2025-08,CUST1209,New Customer,West,Delhi,Electronics,Laptop,Website,COD,2,724,0.15,1230.8,174.45,4,No
ORD103448,2025-03-10,2025-03,CUST6636,Returning Customer,North,Bengaluru,Grocery,Rice Pack,Website,COD,2,54,0.1,97.2,5.86,6,No
ORD103449,2025-11-04,2025-11,CUST8504,Returning Customer,West,Hyderabad,Sports,Running Shoes,Website,Credit Card,5,159,0.2,636.0,165.29,4,No
ORD103450,2025-04-12,2025-04,CUST5684,Returning Customer,South,Pune,Grocery,Tea,Marketplace,Credit Card,5,54,0,270,27.05,8,No
ORD103451,2025-05-02,2025-05,CUST4581,Returning Customer,East,Pune,Fashion,Sneakers,Website,COD,2,98,0.2,156.8,48.19,6,No
ORD103452,2025-01-14,2025-01,CUST4550,New Customer,West,Kolkata,Fashion,Jacket,Mobile App,Debit Card,3,163,0.15,415.65,123.33,2,No
ORD103453,2025-10-25,2025-10,CUST4893,New Customer,South,Jaipur,Beauty,Perfume,Marketplace,Credit Card,6,96,0.25,432.0,112.64,4,No
ORD103454,2025-01-03,2025-01,CUST2531,Premium Customer,West,Hyderabad,Home & Kitchen,Storage Box,Website,Credit Card,3,160,0.25,360.0,62.32,9,No
ORD103455,2025-01-15,2025-01,CUST5301,Premium Customer,East,Mumbai,Electronics,Smartwatch,Marketplace,Credit Card,2,607,0.25,910.5,153.01,9,No
ORD103456,2025-03-11,2025-03,CUST4836,Premium Customer,North,Bengaluru,Home & Kitchen,Bedsheet,Mobile App,Debit Card,1,169,0.2,135.2,20.97,5,No
ORD103457,2025-04-13,2025-04,CUST9359,Returning Customer,Central,Mumbai,Grocery,Flour Pack,Website,Debit Card,4,70,0,280,27.99,1,No
ORD103458,2025-12-23,2025-12,CUST7954,Returning Customer,West,Kolkata,Electronics,Smartphone,Marketplace,Net Banking,3,337,0.1,909.9,142.39,5,No
ORD103459,2025-04-06,2025-04,CUST9370,New Customer,North,Bengaluru,Grocery,Snacks,Marketplace,COD,5,62,0.1,279.0,26.7,4,No
ORD103460,2025-05-19,2025-05,CUST2116,New Customer,Central,Jaipur,Beauty,Shampoo,Marketplace,Debit Card,4,95,0.2,304.0,108.0,1,No
ORD103461,2025-10-30,2025-10,CUST6860,New Customer,East,Mumbai,Sports,Dumbbells,Marketplace,UPI,5,170,0.15,722.5,120.18,7,Yes
ORD103462,2025-12-31,2025-12,CUST8492,Returning Customer,South,Hyderabad,Electronics,Laptop,Marketplace,Debit Card,2,113,0.2,180.8,24.65,1,No
ORD103463,2025-07-24,2025-07,CUST5311,New Customer,West,Kolkata,Sports,Running Shoes,Mobile App,Debit Card,6,59,0.2,283.2,42.89,9,No
ORD103464,2025-11-18,2025-11,CUST6091,Returning Customer,West,Pune,Home & Kitchen,Mixer,Mobile App,Net Banking,1,323,0.1,290.7,77.16,3,No
ORD103465,2025-10-03,2025-10,CUST5810,Premium Customer,South,Kolkata,Home & Kitchen,Storage Box,Website,Debit Card,3,109,0.05,310.65,49.64,6,No
ORD103466,2025-11-26,2025-11,CUST4823,Returning Customer,South,Pune,Beauty,Shampoo,Marketplace,Net Banking,5,63,0.15,267.75,101.41,6,No
ORD103467,2025-03-08,2025-03,CUST8983,Returning Customer,South,Ahmedabad,Home & Kitchen,Mixer,Mobile App,Net Banking,2,201,0,402,98.07,6,No
ORD103468,2025-04-11,2025-04,CUST8174,Premium Customer,Central,Delhi,Electronics,Smartwatch,Marketplace,COD,3,337,0.1,909.9,100.54,3,No
ORD103469,2025-08-03,2025-08,CUST7541,Returning Customer,North,Delhi,Home & Kitchen,Mixer,Mobile App,UPI,5,237,0,1185,209.92,1,No
ORD103470,2025-02-01,2025-02,CUST5205,New Customer,South,Kolkata,Sports,Running Shoes,Website,UPI,2,187,0,374,73.7,8,No
ORD103471,2025-04-23,2025-04,CUST9520,Returning Customer,North,Bengaluru,Books,Business Book,Marketplace,COD,5,13,0,65,14.07,8,No
ORD103472,2025-07-14,2025-07,CUST3574,Premium Customer,South,Mumbai,Grocery,Rice Pack,Website,UPI,1,13,0.25,9.75,1.0,5,No
ORD103473,2025-03-28,2025-03,CUST4565,Returning Customer,South,Chennai,Fashion,Jacket,Mobile App,COD,1,106,0.25,79.5,26.81,8,No
ORD103474,2025-06-02,2025-06,CUST1145,New Customer,South,Delhi,Books,Business Book,Mobile App,Net Banking,1,39,0.2,31.2,6.18,3,No
ORD103475,2025-04-03,2025-04,CUST5397,New Customer,North,Delhi,Electronics,Tablet,Website,Net Banking,1,673,0.1,605.7,55.35,5,No
ORD103476,2025-09-27,2025-09,CUST2629,New Customer,North,Ahmedabad,Books,Exam Guide,Marketplace,COD,1,43,0.2,34.4,7.65,8,No
ORD103477,2025-05-11,2025-05,CUST2237,Returning Customer,North,Chennai,Grocery,Tea,Marketplace,Net Banking,6,52,0.05,296.4,26.44,7,No
ORD103478,2025-02-21,2025-02,CUST6191,Returning Customer,South,Ahmedabad,Books,Children Book,Mobile App,COD,1,44,0.05,41.8,6.82,8,No
ORD103479,2025-09-16,2025-09,CUST5498,Returning Customer,Central,Pune,Beauty,Makeup Kit,Website,COD,2,35,0.25,52.5,14.48,6,No
ORD103480,2025-05-23,2025-05,CUST6541,Returning Customer,South,Bengaluru,Fashion,Dress,Website,Net Banking,3,36,0.1,97.2,26.07,1,No
ORD103481,2025-09-30,2025-09,CUST2310,New Customer,South,Ahmedabad,Grocery,Flour Pack,Website,COD,5,40,0,200,30.21,8,No
ORD103482,2025-06-01,2025-06,CUST8811,New Customer,Central,Lucknow,Electronics,Smartwatch,Marketplace,COD,5,567,0.2,2268.0,242.74,8,No
ORD103483,2025-10-25,2025-10,CUST9662,Premium Customer,East,Kolkata,Books,Fiction Book,Mobile App,Credit Card,5,48,0.25,180.0,30.99,7,No
ORD103484,2025-03-28,2025-03,CUST8860,Returning Customer,Central,Hyderabad,Electronics,Tablet,Website,Credit Card,2,903,0.2,1444.8,121.78,3,No
ORD103485,2025-11-11,2025-11,CUST4116,New Customer,North,Kolkata,Fashion,Sneakers,Mobile App,COD,5,170,0.2,680.0,182.67,5,No
ORD103486,2025-06-01,2025-06,CUST6032,Returning Customer,East,Ahmedabad,Sports,Yoga Mat,Marketplace,UPI,4,71,0,284,44.57,8,No
ORD103487,2025-04-09,2025-04,CUST6756,Returning Customer,South,Pune,Grocery,Tea,Marketplace,Net Banking,2,30,0.1,54.0,3.75,3,No
ORD103488,2025-08-05,2025-08,CUST5163,Returning Customer,South,Jaipur,Books,Children Book,Marketplace,Debit Card,4,43,0.1,154.8,32.55,7,No
ORD103489,2025-09-27,2025-09,CUST8589,Returning Customer,North,Kolkata,Electronics,Smartwatch,Mobile App,Net Banking,4,1018,0,4072,703.7,9,No
ORD103490,2025-12-30,2025-12,CUST9909,New Customer,North,Kolkata,Books,Business Book,Mobile App,COD,3,14,0.1,37.8,8.6,5,No
ORD103491,2025-07-17,2025-07,CUST5510,Returning Customer,South,Hyderabad,Home & Kitchen,Storage Box,Marketplace,Debit Card,5,91,0.2,364.0,80.94,6,No
ORD103492,2025-02-25,2025-02,CUST8832,New Customer,South,Chennai,Grocery,Snacks,Marketplace,Net Banking,2,48,0.1,86.4,11.47,1,No
ORD103493,2025-04-19,2025-04,CUST3536,Returning Customer,West,Mumbai,Fashion,T-Shirt,Marketplace,Credit Card,3,63,0.1,170.1,50.9,7,No
ORD103494,2025-04-03,2025-04,CUST4201,Returning Customer,North,Pune,Fashion,Jacket,Mobile App,UPI,4,139,0.05,528.2,142.69,3,No
ORD103495,2025-04-07,2025-04,CUST1201,New Customer,West,Bengaluru,Books,Fiction Book,Website,Credit Card,1,45,0.2,36.0,5.42,5,No
ORD103496,2025-04-19,2025-04,CUST8624,Returning Customer,East,Delhi,Beauty,Makeup Kit,Website,UPI,6,11,0.15,56.1,15.05,5,No
ORD103497,2025-11-23,2025-11,CUST5040,Returning Customer,Central,Ahmedabad,Fashion,Dress,Marketplace,UPI,6,127,0.25,571.5,134.46,6,No
ORD103498,2025-09-02,2025-09,CUST2808,Premium Customer,West,Bengaluru,Fashion,Jeans,Website,Net Banking,4,151,0.25,453.0,152.53,6,No
ORD103499,2025-04-24,2025-04,CUST5038,Premium Customer,South,Chennai,Home & Kitchen,Cookware Set,Mobile App,COD,2,245,0.15,416.5,113.36,1,No
ORD103500,2025-06-22,2025-06,CUST3335,New Customer,South,Bengaluru,Sports,Football,Mobile App,Credit Card,6,160,0.2,768.0,134.57,6,No
ORD103501,2025-11-21,2025-11,CUST7597,Returning Customer,East,Lucknow,Fashion,Sneakers,Marketplace,UPI,3,26,0.05,74.1,23.88,4,No
ORD103502,2025-05-10,2025-05,CUST8935,New Customer,South,Pune,Sports,Yoga Mat,Website,Credit Card,3,190,0.2,456.0,62.27,1,No
ORD103503,2025-12-29,2025-12,CUST9713,Returning Customer,West,Ahmedabad,Grocery,Cooking Oil,Website,UPI,1,76,0.1,68.4,10.48,2,No
ORD103504,2025-11-12,2025-11,CUST3273,Premium Customer,East,Kolkata,Books,Exam Guide,Marketplace,COD,4,24,0.2,76.8,14.81,7,No
ORD103505,2025-08-02,2025-08,CUST2624,Returning Customer,South,Chennai,Electronics,Laptop,Website,Net Banking,3,1050,0.15,2677.5,319.01,8,Yes
ORD103506,2025-06-10,2025-06,CUST3677,New Customer,West,Lucknow,Fashion,Jacket,Marketplace,UPI,5,61,0,305,74.45,3,No
ORD103507,2025-03-07,2025-03,CUST1092,New Customer,South,Kolkata,Books,Business Book,Mobile App,Net Banking,1,25,0.2,20.0,2.59,7,Yes
ORD103508,2025-08-20,2025-08,CUST6943,New Customer,West,Mumbai,Electronics,Headphones,Mobile App,Credit Card,4,645,0.2,2064.0,357.14,7,No
ORD103509,2025-10-19,2025-10,CUST1425,Returning Customer,North,Jaipur,Electronics,Headphones,Website,UPI,6,576,0,3456,369.34,7,No
ORD103510,2025-08-26,2025-08,CUST5412,New Customer,Central,Mumbai,Electronics,Headphones,Marketplace,COD,3,458,0.15,1167.9,97.87,9,No
ORD103511,2025-11-27,2025-11,CUST1830,Returning Customer,West,Chennai,Books,Children Book,Mobile App,Debit Card,3,55,0.2,132.0,22.29,1,No
ORD103512,2025-09-11,2025-09,CUST5749,Returning Customer,South,Mumbai,Beauty,Perfume,Marketplace,Net Banking,6,72,0,432,139.48,1,No
ORD103513,2025-01-13,2025-01,CUST9552,Returning Customer,Central,Pune,Fashion,T-Shirt,Mobile App,Net Banking,3,130,0,390,111.11,9,No
ORD103514,2025-04-17,2025-04,CUST1422,Returning Customer,Central,Kolkata,Electronics,Laptop,Website,COD,6,145,0.1,783.0,70.25,8,No
ORD103515,2025-01-14,2025-01,CUST6220,New Customer,Central,Jaipur,Sports,Yoga Mat,Mobile App,Debit Card,5,131,0.2,524.0,133.37,5,Yes
ORD103516,2025-12-13,2025-12,CUST4086,Returning Customer,Central,Delhi,Electronics,Tablet,Website,Debit Card,3,557,0,1671,183.1,9,No
ORD103517,2025-09-27,2025-09,CUST6248,Returning Customer,West,Lucknow,Fashion,T-Shirt,Mobile App,Credit Card,1,65,0.15,55.25,14.02,4,No
ORD103518,2025-06-10,2025-06,CUST7074,New Customer,Central,Pune,Home & Kitchen,Mixer,Mobile App,COD,4,304,0.2,972.8,177.45,3,No
ORD103519,2025-12-11,2025-12,CUST8536,New Customer,South,Ahmedabad,Home & Kitchen,Bedsheet,Mobile App,Net Banking,4,219,0.25,657.0,110.77,4,No
ORD103520,2025-05-31,2025-05,CUST1334,Returning Customer,West,Ahmedabad,Sports,Running Shoes,Mobile App,Debit Card,3,177,0,531,120.57,9,Yes
ORD103521,2025-10-29,2025-10,CUST4797,Returning Customer,Central,Mumbai,Sports,Cricket Bat,Website,COD,6,75,0.1,405.0,61.43,2,No
