order_id,order_date,region,state,city,category,sub_category,customer_segment,sales,profit,quantity,discount,shipping_cost
ORD-100471,2025-11-13,East,New Jersey,Newark,Office Supplies,Appliances,Consumer,312.96,38.21,3,0.05,12.54
ORD-100472,2023-04-16,Central,Ohio,Columbus,Furniture,Furnishings,Consumer,339.13,57.95,3,0,29.67
ORD-100473,2023-01-08,South,Texas,Houston,Furniture,Furnishings,Home Office,90.11,7.03,1,0.1,9.83
ORD-100474,2025-04-19,Central,Illinois,Chicago,Office Supplies,Binders,Consumer,194.15,15.42,5,0.1,17.69
ORD-100475,2024-12-15,West,California,San Francisco,Technology,Copiers,Consumer,679.54,110.1,2,0.05,11.98
ORD-100476,2023-12-30,Central,Indiana,Indianapolis,Furniture,Chairs,Consumer,1055.91,-7.21,5,0.2,25.76
ORD-100477,2023-05-19,Central,Indiana,Indianapolis,Technology,Copiers,Consumer,373.9,24.2,2,0.25,17.74
ORD-100478,2023-04-30,West,Colorado,Denver,Office Supplies,Binders,Consumer,190.41,6.15,5,0.25,23.58
ORD-100479,2025-12-12,South,Texas,Dallas,Office Supplies,Appliances,Corporate,340.07,47.19,8,0.1,71.84
ORD-100480,2023-01-04,West,California,Los Angeles,Furniture,Chairs,Corporate,731.74,-25.78,4,0.25,20.35
ORD-100481,2024-03-10,West,California,San Francisco,Office Supplies,Storage,Consumer,99.82,7.89,2,0.2,9.59
ORD-100482,2024-11-13,South,Georgia,Atlanta,Office Supplies,Binders,Home Office,418.92,35.63,4,0.2,36.82
ORD-100483,2025-09-08,Central,Illinois,Chicago,Office Supplies,Paper,Consumer,796.36,41.11,8,0.2,62.59
ORD-100484,2023-04-25,South,North Carolina,Charlotte,Office Supplies,Storage,Corporate,37.17,4.72,1,0.1,8.82
ORD-100485,2024-12-25,West,California,San Francisco,Furniture,Chairs,Consumer,326.98,-18.19,7,0.25,21.23
ORD-100486,2024-09-23,South,Texas,Houston,Furniture,Furnishings,Consumer,176.63,0.12,4,0.2,37.62
ORD-100487,2024-03-18,South,Texas,Dallas,Technology,Copiers,Corporate,1328.45,334.65,4,0,36.34
ORD-100488,2023-11-12,East,Massachusetts,Boston,Furniture,Bookcases,Corporate,373.39,61.23,3,0,29.2
ORD-100489,2023-09-29,East,New York,New York City,Furniture,Furnishings,Corporate,819.38,98.32,2,0,20.45
ORD-100490,2023-07-31,South,Texas,Houston,Office Supplies,Storage,Corporate,268.57,7.53,4,0.2,19.02
ORD-100491,2025-12-26,South,Georgia,Atlanta,Office Supplies,Binders,Consumer,192.22,30.48,3,0,16.86
ORD-100492,2024-10-14,South,Texas,Dallas,Office Supplies,Storage,Corporate,213.6,35.89,3,0,28.24
ORD-100493,2025-06-27,West,California,San Francisco,Technology,Machines,Home Office,251.65,13.28,1,0.25,11.43
ORD-100494,2025-07-02,South,Florida,Miami,Furniture,Tables,Corporate,400.66,-21.6,2,0.3,9.3
ORD-100495,2025-08-17,West,Arizona,Phoenix,Furniture,Furnishings,Consumer,1241.39,92.68,4,0.15,21.98
ORD-100496,2024-11-07,South,Georgia,Atlanta,Furniture,Chairs,Consumer,690.57,2.13,2,0.2,19.84
ORD-100497,2024-08-01,South,North Carolina,Charlotte,Office Supplies,Paper,Corporate,638.97,38.37,7,0.2,18.98
ORD-100498,2024-09-10,Central,Missouri,St. Louis,Office Supplies,Appliances,Consumer,60,11.71,4,0.05,21.75
ORD-100499,2024-11-28,East,Maryland,Baltimore,Furniture,Furnishings,Corporate,660.95,103.47,6,0,43.9
ORD-100500,2025-09-23,West,Colorado,Denver,Office Supplies,Appliances,Consumer,115.51,-4.52,2,0.3,21.38
ORD-100501,2023-05-23,West,Colorado,Denver,Furniture,Bookcases,Consumer,333.73,52.78,1,0,11.13
ORD-100502,2025-07-16,South,Georgia,Atlanta,Office Supplies,Appliances,Consumer,602.95,56.57,6,0.15,52.35
ORD-100503,2024-09-15,Central,Ohio,Columbus,Technology,Phones,Corporate,2494.04,531.8,7,0,42.4
ORD-100504,2023-04-19,West,Colorado,Denver,Furniture,Chairs,Home Office,21.62,1.38,1,0.1,10.63
ORD-100505,2024-10-13,Central,Missouri,St. Louis,Furniture,Furnishings,Corporate,350.58,1.19,3,0.25,17.07
ORD-100506,2025-05-04,East,Massachusetts,Boston,Office Supplies,Paper,Consumer,137.26,21.0,2,0,20.39
ORD-100507,2025-06-13,East,New York,New York City,Technology,Machines,Home Office,873.51,58.69,7,0.25,37.55
ORD-100508,2024-12-28,East,Pennsylvania,Philadelphia,Furniture,Chairs,Corporate,415.18,12.24,4,0.15,26.29
ORD-100509,2025-01-21,West,California,Los Angeles,Office Supplies,Appliances,Corporate,30,4.58,2,0,18.24
ORD-100510,2024-07-26,Central,Indiana,Indianapolis,Technology,Phones,Consumer,141.25,19.45,2,0.15,20.65
ORD-100511,2025-12-31,West,Arizona,Phoenix,Furniture,Furnishings,Corporate,90,1.67,6,0.15,15.48
ORD-100512,2024-09-14,South,Texas,Houston,Office Supplies,Appliances,Corporate,108.29,12.49,1,0.15,10.87
ORD-100513,2024-08-10,Central,Illinois,Chicago,Technology,Phones,Home Office,1089.22,173.96,5,0.15,13.0
ORD-100514,2023-08-17,East,Maryland,Baltimore,Office Supplies,Paper,Corporate,686.67,89.96,6,0.05,43.43
ORD-100515,2025-09-20,East,Maryland,Baltimore,Technology,Copiers,Home Office,103.74,5.47,3,0.3,18.17
ORD-100516,2025-02-23,East,New Jersey,Newark,Office Supplies,Paper,Consumer,164.97,32.63,6,0,45.73
ORD-100517,2023-08-26,West,California,San Francisco,Furniture,Furnishings,Consumer,1407.99,83.33,8,0.1,56.51
ORD-100518,2025-08-29,South,Texas,Dallas,Office Supplies,Appliances,Consumer,120,4.63,8,0.25,70.86
ORD-100519,2023-03-26,West,Colorado,Denver,Office Supplies,Storage,Home Office,175.52,12.75,7,0.15,28.59
ORD-100520,2023-07-21,South,North Carolina,Charlotte,Furniture,Furnishings,Corporate,351.86,25.26,4,0.1,29.98
ORD-100521,2024-01-04,South,North Carolina,Charlotte,Technology,Phones,Home Office,94.68,1.58,1,0.3,11.58
ORD-100522,2024-05-30,East,New York,New York City,Technology,Phones,Consumer,1192.64,290.68,4,0,14.36
ORD-100523,2023-09-24,Central,Indiana,Indianapolis,Technology,Phones,Corporate,854.22,202.87,5,0,44.79
ORD-100524,2024-07-20,Central,Ohio,Columbus,Furniture,Tables,Corporate,1599.23,199.03,5,0,24.14
ORD-100525,2023-05-04,South,Florida,Miami,Technology,Machines,Consumer,646.55,-3.39,4,0.3,26.14
ORD-100526,2025-06-02,East,Maryland,Baltimore,Office Supplies,Binders,Home Office,253.4,36.27,5,0,14.96
ORD-100527,2024-05-28,Central,Illinois,Chicago,Furniture,Tables,Corporate,313.52,1.93,1,0.15,8.81
ORD-100528,2025-03-12,West,Colorado,Denver,Office Supplies,Appliances,Consumer,303.61,57.26,7,0,15.66
ORD-100529,2025-09-14,West,Colorado,Denver,Office Supplies,Storage,Consumer,119.87,20.72,5,0,42.37
ORD-100530,2024-11-27,West,Arizona,Phoenix,Furniture,Tables,Consumer,261.87,-3.41,1,0.25,8.59
ORD-100531,2025-03-09,West,Washington,Seattle,Furniture,Chairs,Home Office,1399.96,38.19,8,0.1,72.8
ORD-100532,2024-05-03,Central,Missouri,St. Louis,Technology,Copiers,Consumer,1230.73,225.63,8,0,20.14
ORD-100533,2023-03-29,Central,Illinois,Chicago,Technology,Machines,Home Office,645.14,118.27,3,0,12.47
ORD-100534,2023-02-09,Central,Indiana,Indianapolis,Technology,Accessories,Corporate,396.03,77.42,3,0,10.55
ORD-100535,2024-09-21,West,Arizona,Phoenix,Office Supplies,Paper,Home Office,144.01,-0.21,2,0.3,16.62
ORD-100536,2023-05-10,East,New Jersey,Newark,Furniture,Furnishings,Consumer,411.76,14.53,3,0.2,26.16
ORD-100537,2023-04-04,East,Massachusetts,Boston,Technology,Phones,Consumer,1940.91,362.91,7,0.05,60.86
ORD-100538,2023-03-25,East,New York,New York City,Office Supplies,Appliances,Corporate,94.91,-4.53,1,0.3,6.55
ORD-100539,2023-07-02,South,Georgia,Atlanta,Office Supplies,Appliances,Corporate,330.75,-5.93,4,0.3,37.27
ORD-100540,2023-03-19,East,New Jersey,Newark,Office Supplies,Binders,Corporate,436.23,20.8,5,0.2,32.02
ORD-100541,2024-01-29,West,Colorado,Denver,Technology,Copiers,Home Office,217.86,30.47,4,0.1,16.42
ORD-100542,2023-11-02,Central,Missouri,St. Louis,Technology,Accessories,Corporate,257.86,61.38,1,0,8.5
ORD-100543,2025-06-09,South,Florida,Miami,Office Supplies,Appliances,Consumer,84.8,15.57,1,0,7.31
ORD-100544,2024-04-26,Central,Indiana,Indianapolis,Office Supplies,Storage,Consumer,329.32,47.79,6,0.1,27.7
ORD-100545,2023-07-20,East,New Jersey,Newark,Technology,Machines,Home Office,166.06,5.07,2,0.25,20.99
ORD-100546,2025-07-20,East,New Jersey,Newark,Furniture,Tables,Consumer,802.62,38.37,4,0.2,16.66
ORD-100547,2023-09-18,West,Colorado,Denver,Technology,Copiers,Consumer,1186.76,82.82,8,0.2,33.53
ORD-100548,2023-11-18,East,Maryland,Baltimore,Office Supplies,Paper,Consumer,565.1,72.47,8,0.1,63.87
ORD-100549,2024-07-25,West,Arizona,Phoenix,Office Supplies,Paper,Consumer,105,19.92,7,0.05,59.51
ORD-100550,2025-05-05,West,California,Los Angeles,Furniture,Chairs,Consumer,560.19,-18.0,7,0.3,49.64
ORD-100551,2023-07-20,Central,Missouri,St. Louis,Technology,Phones,Corporate,176.78,22.44,1,0.1,8.57
ORD-100552,2023-07-05,West,Arizona,Phoenix,Office Supplies,Storage,Consumer,246.24,56.11,8,0,42.97
ORD-100553,2023-10-11,Central,Michigan,Detroit,Furniture,Furnishings,Corporate,204.24,1.59,1,0.2,8.58
ORD-100554,2024-07-06,East,New York,New York City,Office Supplies,Storage,Corporate,54.47,4.9,1,0.2,7.28
ORD-100555,2025-01-18,Central,Indiana,Indianapolis,Technology,Copiers,Consumer,52.92,12.48,2,0.05,11.34
ORD-100556,2023-08-21,Central,Indiana,Indianapolis,Office Supplies,Paper,Corporate,168.18,7.02,4,0.2,18.49
ORD-100557,2025-05-16,South,Texas,Houston,Technology,Copiers,Consumer,120,5.87,8,0.3,54.99
ORD-100558,2025-12-27,South,Georgia,Atlanta,Office Supplies,Storage,Corporate,128.77,19.99,2,0.1,14.41
ORD-100559,2023-06-14,Central,Michigan,Detroit,Furniture,Chairs,Consumer,1113.54,151.72,5,0.05,30.72
ORD-100560,2023-02-16,South,Georgia,Atlanta,Office Supplies,Paper,Consumer,546.65,6.23,7,0.3,16.55
ORD-100561,2024-01-23,West,California,Los Angeles,Technology,Copiers,Consumer,607.58,23.33,6,0.3,43.27
ORD-100562,2025-06-30,Central,Ohio,Columbus,Office Supplies,Paper,Home Office,75,13.39,5,0.05,20.44
ORD-100563,2025-01-31,South,Texas,Houston,Technology,Copiers,Consumer,502.06,49.66,3,0.15,13.18
ORD-100564,2023-11-11,East,Pennsylvania,Philadelphia,Technology,Phones,Home Office,514.22,4.34,3,0.3,13.37
ORD-100565,2023-03-13,South,Florida,Miami,Technology,Copiers,Consumer,479.35,103.74,3,0,19.99
ORD-100566,2023-10-25,Central,Ohio,Columbus,Technology,Phones,Home Office,1242.47,155.5,6,0.15,26.17
ORD-100567,2023-10-29,Central,Ohio,Columbus,Office Supplies,Binders,Corporate,93.96,4.2,1,0.15,10.82
ORD-100568,2024-03-27,Central,Ohio,Columbus,Technology,Copiers,Consumer,1350.49,250.27,4,0.1,32.48
ORD-100569,2024-02-05,West,California,Los Angeles,Office Supplies,Appliances,Corporate,200.79,-5.3,2,0.3,16.47
ORD-100570,2023-04-25,South,Georgia,Atlanta,Technology,Machines,Consumer,1210.04,248.81,6,0,28.76
ORD-100571,2025-07-01,West,California,San Francisco,Office Supplies,Appliances,Corporate,523.35,22.54,7,0.25,35.8
ORD-100572,2023-06-26,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Home Office,617.39,107.42,6,0,38.81
ORD-100573,2025-02-08,West,California,Los Angeles,Furniture,Bookcases,Consumer,1111.54,83.85,8,0.05,63.61
ORD-100574,2024-08-15,Central,Illinois,Chicago,Furniture,Bookcases,Consumer,152.42,4.18,8,0.1,17.14
ORD-100575,2024-06-21,South,Georgia,Atlanta,Technology,Copiers,Consumer,2920.65,557.09,8,0,32.52
ORD-100576,2023-05-17,South,North Carolina,Charlotte,Furniture,Furnishings,Home Office,810.16,100.13,8,0,58.05
ORD-100577,2023-02-05,South,Texas,Dallas,Office Supplies,Binders,Consumer,631.38,70.88,8,0.05,37.23
ORD-100578,2024-12-30,West,Washington,Seattle,Furniture,Chairs,Corporate,429.06,61.74,3,0,13.01
ORD-100579,2024-10-22,South,Florida,Miami,Furniture,Bookcases,Consumer,1122.55,29.27,6,0.15,34.37
ORD-100580,2024-11-27,East,New York,New York City,Technology,Accessories,Corporate,810.14,176.26,4,0,36.65
ORD-100581,2023-08-27,East,New York,New York City,Furniture,Bookcases,Consumer,1492.0,-36.56,6,0.2,26.8
ORD-100582,2023-08-31,East,Pennsylvania,Philadelphia,Office Supplies,Paper,Corporate,472.99,59.78,5,0.05,46.84
ORD-100583,2025-05-20,West,California,Los Angeles,Technology,Machines,Corporate,230.33,51.18,1,0,12.86
ORD-100584,2023-03-30,West,Washington,Seattle,Office Supplies,Binders,Corporate,147.42,18.85,2,0.1,10.8
ORD-100585,2024-12-20,West,California,Los Angeles,Technology,Copiers,Home Office,465.27,74.65,6,0.1,16.87
ORD-100586,2023-01-29,East,Pennsylvania,Philadelphia,Furniture,Tables,Home Office,335.84,58.16,1,0,12.94
ORD-100587,2025-08-30,South,North Carolina,Charlotte,Technology,Machines,Corporate,535.37,29.8,2,0.25,15.2
ORD-100588,2025-04-14,West,Washington,Seattle,Technology,Machines,Consumer,968.26,51.9,3,0.3,24.3
ORD-100589,2023-03-25,West,Washington,Seattle,Furniture,Chairs,Consumer,886.85,-75.09,8,0.3,39.81
ORD-100590,2025-05-26,East,New York,New York City,Furniture,Bookcases,Consumer,1036.04,130.2,8,0,46.27
ORD-100591,2023-06-24,West,California,San Francisco,Furniture,Furnishings,Corporate,337.5,21.37,2,0.05,21.65
ORD-100592,2024-11-24,East,Maryland,Baltimore,Furniture,Chairs,Consumer,105,-8.39,7,0.3,50.46
ORD-100593,2024-07-13,Central,Ohio,Columbus,Furniture,Furnishings,Home Office,1227.62,138.18,5,0,29.9
ORD-100594,2023-10-03,West,California,Los Angeles,Office Supplies,Binders,Home Office,771.7,175.55,8,0,38.43
ORD-100595,2024-10-31,East,Massachusetts,Boston,Office Supplies,Binders,Corporate,570.96,-6.21,8,0.3,31.65
ORD-100596,2024-12-04,West,California,Los Angeles,Furniture,Chairs,Consumer,695.33,-22.72,6,0.25,15.51
ORD-100597,2023-12-29,South,Texas,Dallas,Furniture,Furnishings,Consumer,927.47,-42.29,7,0.3,49.08
ORD-100598,2025-08-20,Central,Indiana,Indianapolis,Technology,Phones,Consumer,1796.69,131.2,8,0.25,36.75
ORD-100599,2024-08-05,South,Texas,Houston,Technology,Phones,Consumer,624.35,155.38,6,0,40.26
ORD-100600,2025-02-18,West,Arizona,Phoenix,Furniture,Bookcases,Consumer,312.52,14.78,1,0.1,11.04
ORD-100601,2023-06-23,West,Washington,Seattle,Technology,Copiers,Consumer,2353.99,161.54,6,0.25,51.86
ORD-100602,2024-06-30,West,Arizona,Phoenix,Office Supplies,Binders,Home Office,540.28,3.52,7,0.25,20.29
ORD-100603,2025-09-27,West,California,San Francisco,Furniture,Furnishings,Corporate,1330.71,-72.31,6,0.25,40.69
ORD-100604,2023-06-04,East,Massachusetts,Boston,Furniture,Chairs,Consumer,1766.33,143.45,7,0.1,62.44
ORD-100605,2023-07-14,South,Florida,Miami,Technology,Machines,Consumer,1618.25,207.0,6,0.15,26.6
ORD-100606,2024-10-03,East,New Jersey,Newark,Furniture,Bookcases,Corporate,336.96,46.09,8,0.05,52.16
ORD-100607,2025-11-23,East,Maryland,Baltimore,Furniture,Tables,Corporate,1313.04,15.25,8,0.25,57.69
ORD-100608,2023-05-03,East,Massachusetts,Boston,Furniture,Tables,Consumer,1601.11,-56.96,5,0.25,42.61
ORD-100609,2023-05-12,East,New Jersey,Newark,Furniture,Bookcases,Corporate,759.61,26.75,5,0.1,19.22
ORD-100610,2024-05-17,South,Georgia,Atlanta,Furniture,Furnishings,Consumer,112.98,4.44,1,0.1,7.46
ORD-100611,2024-06-13,South,North Carolina,Charlotte,Technology,Phones,Home Office,1825.69,380.2,8,0,33.69
ORD-100612,2023-05-11,Central,Ohio,Columbus,Office Supplies,Binders,Consumer,159.55,13.57,3,0.1,24.92
ORD-100613,2023-09-05,South,Georgia,Atlanta,Technology,Accessories,Corporate,860.35,77.45,6,0.25,45.25
ORD-100614,2025-05-16,East,Pennsylvania,Philadelphia,Technology,Accessories,Consumer,1804.21,39.25,5,0.3,42.7
ORD-100615,2023-04-25,Central,Indiana,Indianapolis,Furniture,Chairs,Consumer,745.29,53.4,7,0.15,61.41
ORD-100616,2025-01-13,Central,Ohio,Columbus,Furniture,Chairs,Corporate,191.72,29.17,1,0,12.02
ORD-100617,2024-05-05,South,North Carolina,Charlotte,Furniture,Bookcases,Corporate,1821.08,186.09,6,0.1,30.32
ORD-100618,2025-03-15,South,Florida,Miami,Technology,Accessories,Consumer,344.5,14.41,3,0.3,27.97
ORD-100619,2025-04-12,West,Washington,Seattle,Technology,Machines,Consumer,2222.06,214.23,7,0.25,55.69
ORD-100620,2023-11-25,South,North Carolina,Charlotte,Technology,Copiers,Consumer,1029.01,48.95,6,0.3,46.0
ORD-100621,2024-01-12,Central,Michigan,Detroit,Technology,Machines,Consumer,1002.31,170.36,5,0.05,37.47
ORD-100622,2023-09-24,Central,Ohio,Columbus,Furniture,Furnishings,Home Office,653.31,5.3,3,0.15,21.95
ORD-100623,2024-11-01,South,Texas,Dallas,Technology,Machines,Consumer,2993.93,349.89,7,0.1,16.63
ORD-100624,2024-04-13,West,Arizona,Phoenix,Technology,Copiers,Corporate,47.68,10.3,3,0,18.51
ORD-100625,2024-06-16,East,New York,New York City,Furniture,Tables,Home Office,600.93,-18.36,2,0.3,14.92
ORD-100626,2024-04-04,East,Pennsylvania,Philadelphia,Furniture,Bookcases,Corporate,1334.98,128.58,7,0.05,25.62
ORD-100627,2024-03-17,South,Texas,Dallas,Furniture,Tables,Consumer,1338.52,107.87,3,0.1,28.55
ORD-100628,2025-01-27,Central,Illinois,Chicago,Technology,Machines,Consumer,1676.78,133.0,6,0.25,43.96
ORD-100629,2025-05-16,South,Texas,Houston,Technology,Phones,Consumer,434.83,78.48,4,0,25.13
ORD-100630,2025-02-19,South,Georgia,Atlanta,Office Supplies,Storage,Consumer,71.07,9.3,1,0.05,10.03
ORD-100631,2024-11-25,Central,Michigan,Detroit,Technology,Copiers,Corporate,1805.45,483.98,7,0,39.96
ORD-100632,2024-07-29,South,Georgia,Atlanta,Furniture,Bookcases,Corporate,1091.89,-0.85,5,0.2,18.27
ORD-100633,2025-10-03,East,Maryland,Baltimore,Office Supplies,Appliances,Consumer,259.25,-8.19,3,0.3,24.33
ORD-100634,2025-06-12,West,Arizona,Phoenix,Technology,Machines,Consumer,1966.99,57.77,8,0.3,64.37
ORD-100635,2023-10-31,West,Washington,Seattle,Technology,Accessories,Home Office,967.5,128.86,3,0.15,23.43
ORD-100636,2024-03-10,West,Colorado,Denver,Office Supplies,Paper,Consumer,30,4.32,2,0.1,17.48
ORD-100637,2024-11-04,West,Washington,Seattle,Office Supplies,Binders,Consumer,151.47,27.48,2,0,17.91
ORD-100638,2025-09-09,Central,Ohio,Columbus,Office Supplies,Binders,Consumer,47.35,-1.22,1,0.3,11.62
ORD-100639,2023-09-22,East,New York,New York City,Office Supplies,Storage,Consumer,63.25,-0.9,1,0.25,8.29
ORD-100640,2024-05-06,Central,Illinois,Chicago,Technology,Accessories,Consumer,474.66,66.81,7,0.15,62.27
ORD-100641,2023-11-12,West,Washington,Seattle,Furniture,Furnishings,Corporate,1453.86,28.93,5,0.2,41.62
ORD-100642,2025-11-15,East,New Jersey,Newark,Furniture,Furnishings,Consumer,723.97,114.45,7,0,55.24
ORD-100643,2024-01-17,Central,Missouri,St. Louis,Technology,Phones,Corporate,1136.58,262.85,8,0.05,46.53
ORD-100644,2025-12-10,West,Washington,Seattle,Furniture,Furnishings,Consumer,416.13,2.44,8,0.15,24.16
ORD-100645,2024-09-07,East,Maryland,Baltimore,Furniture,Bookcases,Corporate,566.29,-20.01,2,0.25,14.51
ORD-100646,2024-06-02,South,Florida,Miami,Office Supplies,Binders,Corporate,43.69,9.03,1,0,9.74
ORD-100647,2024-01-09,Central,Illinois,Chicago,Technology,Machines,Home Office,720.31,29.64,5,0.3,21.78
ORD-100648,2024-01-19,East,Pennsylvania,Philadelphia,Technology,Copiers,Home Office,797.43,52.31,2,0.25,8.08
ORD-100649,2023-08-27,West,California,San Francisco,Office Supplies,Appliances,Consumer,896.47,-24.88,7,0.3,55.34
ORD-100650,2025-01-08,Central,Ohio,Columbus,Technology,Accessories,Consumer,60,15.21,4,0,30.49
ORD-100651,2024-01-21,West,California,San Francisco,Furniture,Tables,Corporate,2009.05,65.79,7,0.1,53.22
ORD-100652,2023-10-31,Central,Missouri,St. Louis,Technology,Phones,Consumer,59.32,4.26,3,0.3,19.4
ORD-100653,2025-07-09,East,Pennsylvania,Philadelphia,Furniture,Furnishings,Consumer,333.45,5.22,1,0.25,12.44
ORD-100654,2024-08-18,West,Arizona,Phoenix,Furniture,Furnishings,Corporate,2363.71,211.05,8,0.1,46.59
ORD-100655,2025-05-14,South,North Carolina,Charlotte,Technology,Copiers,Home Office,1864.02,168.41,7,0.2,36.88
ORD-100656,2023-11-27,South,Texas,Dallas,Furniture,Bookcases,Consumer,593.29,25.49,4,0.2,34.9
ORD-100657,2025-08-17,East,Massachusetts,Boston,Office Supplies,Appliances,Home Office,499.58,81.66,6,0.05,25.86
ORD-100658,2023-06-26,Central,Michigan,Detroit,Technology,Accessories,Consumer,120,30.17,8,0,69.81
ORD-100659,2025-10-08,South,Texas,Dallas,Technology,Phones,Home Office,1820.06,297.08,6,0.05,50.1
ORD-100660,2025-10-28,West,California,Los Angeles,Furniture,Furnishings,Consumer,466.77,65.62,4,0,24.62
ORD-100661,2024-11-27,South,Texas,Houston,Office Supplies,Storage,Home Office,85.79,1.45,2,0.3,21.48
ORD-100662,2023-08-16,West,Colorado,Denver,Office Supplies,Binders,Home Office,15,2.33,1,0,7.33
ORD-100663,2024-02-25,South,Texas,Dallas,Office Supplies,Storage,Corporate,505.69,20.29,8,0.2,24.72
ORD-100664,2024-02-18,Central,Missouri,St. Louis,Technology,Accessories,Home Office,1319.96,100.06,8,0.2,26.59
ORD-100665,2024-06-28,South,Georgia,Atlanta,Furniture,Tables,Consumer,1347.51,-47.56,7,0.25,35.56
ORD-100666,2025-07-28,South,Texas,Houston,Furniture,Tables,Corporate,255.03,30.72,2,0,13.62
ORD-100667,2023-12-03,Central,Illinois,Chicago,Furniture,Chairs,Corporate,623.86,18.86,3,0.15,28.1
ORD-100668,2024-09-15,South,Florida,Miami,Technology,Copiers,Home Office,587.97,33.9,3,0.25,13.81
ORD-100669,2025-06-24,South,Georgia,Atlanta,Technology,Copiers,Consumer,428.86,83.35,6,0.05,36.71
ORD-100670,2024-03-13,West,Colorado,Denver,Office Supplies,Storage,Corporate,303.92,43.31,3,0,26.23
ORD-100671,2024-06-13,East,Massachusetts,Boston,Office Supplies,Appliances,Home Office,114.5,11.33,2,0.15,12.96
ORD-100672,2023-04-08,West,Arizona,Phoenix,Furniture,Chairs,Consumer,60,3.39,4,0.1,18.97
ORD-100673,2023-10-14,Central,Indiana,Indianapolis,Office Supplies,Paper,Consumer,319.83,48.99,4,0,22.92
ORD-100674,2025-04-23,West,California,Los Angeles,Technology,Machines,Home Office,937.78,145.5,8,0.1,37.68
ORD-100675,2025-12-13,Central,Indiana,Indianapolis,Office Supplies,Appliances,Home Office,120,1.3,8,0.3,40.35
ORD-100676,2023-11-30,East,Maryland,Baltimore,Technology,Machines,Corporate,45,10.91,3,0,19.06
ORD-100677,2023-03-08,East,Maryland,Baltimore,Furniture,Chairs,Corporate,1772.03,-6.87,7,0.15,23.01
ORD-100678,2025-01-30,South,Florida,Miami,Furniture,Bookcases,Consumer,722.32,92.49,3,0.05,18.36
ORD-100679,2024-09-16,South,Texas,Dallas,Technology,Machines,Consumer,1520.03,55.6,6,0.3,37.76
ORD-100680,2024-11-22,Central,Missouri,St. Louis,Office Supplies,Paper,Corporate,555.62,2.81,8,0.3,25.34
ORD-100681,2024-10-28,West,Colorado,Denver,Office Supplies,Appliances,Consumer,414.34,4.65,7,0.3,47.15
ORD-100682,2023-12-06,West,Colorado,Denver,Office Supplies,Storage,Corporate,148.56,23.37,2,0,16.66
ORD-100683,2023-04-19,East,New Jersey,Newark,Office Supplies,Binders,Consumer,278.61,27.05,3,0.1,24.32
ORD-100684,2025-06-28,West,Colorado,Denver,Office Supplies,Storage,Consumer,58.29,1.32,1,0.3,6.66
ORD-100685,2025-06-14,East,New Jersey,Newark,Technology,Copiers,Consumer,523.2,90.61,2,0.05,10.56
ORD-100686,2023-07-03,East,Massachusetts,Boston,Furniture,Tables,Consumer,1259.23,75.49,6,0.05,16.46
ORD-100687,2025-03-09,West,Washington,Seattle,Technology,Machines,Home Office,295.08,54.49,5,0,20.89
ORD-100688,2024-04-29,Central,Indiana,Indianapolis,Office Supplies,Appliances,Home Office,561.29,94.66,5,0,31.86
ORD-100689,2023-05-15,Central,Illinois,Chicago,Furniture,Tables,Home Office,149.41,16.76,1,0,10.38
ORD-100690,2023-09-15,South,North Carolina,Charlotte,Furniture,Furnishings,Consumer,1731.47,157.73,4,0.05,38.59
ORD-100691,2024-05-17,Central,Indiana,Indianapolis,Furniture,Chairs,Consumer,2510.09,144.45,8,0.05,69.28
ORD-100692,2025-09-14,South,North Carolina,Charlotte,Furniture,Furnishings,Home Office,586.61,-2.0,4,0.15,31.7
ORD-100693,2023-05-24,South,Texas,Houston,Furniture,Chairs,Home Office,1145.79,45.32,5,0.2,45.59
ORD-100694,2024-06-19,Central,Ohio,Columbus,Technology,Copiers,Consumer,1298.76,66.79,8,0.2,55.74
ORD-100695,2023-01-05,Central,Illinois,Chicago,Technology,Accessories,Consumer,1854.14,423.63,8,0,66.98
ORD-100696,2025-06-30,West,Washington,Seattle,Furniture,Bookcases,Consumer,57.32,7.55,1,0,13.05
ORD-100697,2025-06-29,West,California,San Francisco,Office Supplies,Binders,Corporate,531.86,61.3,6,0.15,23.29
ORD-100698,2025-10-08,South,Texas,Houston,Furniture,Furnishings,Home Office,1400.3,150.74,4,0,33.99
ORD-100699,2025-03-22,West,Washington,Seattle,Office Supplies,Appliances,Consumer,160.88,18.24,4,0.05,14.59
ORD-100700,2023-05-14,East,Massachusetts,Boston,Office Supplies,Paper,Home Office,130.2,19.7,5,0.1,13.31
ORD-100701,2025-12-27,South,North Carolina,Charlotte,Furniture,Chairs,Home Office,233.1,-11.15,1,0.25,11.26
ORD-100702,2025-08-13,Central,Ohio,Columbus,Office Supplies,Binders,Home Office,159.65,26.34,4,0,22.76
ORD-100703,2025-07-08,South,Texas,Houston,Furniture,Tables,Consumer,250.67,3.43,1,0.25,12.92
ORD-100704,2024-02-08,East,Massachusetts,Boston,Furniture,Chairs,Corporate,351.34,46.8,2,0,19.31
ORD-100705,2024-11-15,South,Texas,Dallas,Technology,Machines,Consumer,1988.04,397.45,6,0.1,46.58
ORD-100706,2025-06-17,West,Arizona,Phoenix,Office Supplies,Binders,Consumer,15,2.61,1,0,12.73
