ticket_id,student_key,created_at,month,department,program_level,query_type,channel,priority,assigned_agent,status,resolution_hours,sla_target_hours,sla_met,first_contact_resolved,reopened,csat_score,academic_year
QRY-00753,STU-80998,2025-09-06 09:03,2025-09,Computer Applications,PG,Portal Access,Student Portal,Low,Agent E,Resolved,20.4,72,Yes,Yes,No,5,2025-26
QRY-00754,STU-16280,2025-02-18 08:31,2025-02,Engineering,UG,Fee & Payment,Walk-in,Medium,Agent C,In Progress,,48,Open,No,No,,2024-25
QRY-00755,STU-64516,2025-06-30 17:21,2025-06,Engineering,UG,Portal Access,Service Desk,Medium,Agent F,Resolved,39.7,48,Yes,Yes,No,5,2024-25
QRY-00756,STU-18256,2026-06-09 12:03,2026-06,Science,UG,Results,Service Desk,Low,Agent A,Resolved,21.1,72,Yes,Yes,No,5,2024-25
QRY-00757,STU-45911,2026-02-10 13:24,2026-02,Science,UG,Examination,Phone,Medium,Agent B,Resolved,39.4,48,Yes,No,No,4,2024-25
QRY-00758,STU-76970,2025-10-25 11:01,2025-10,Management,Diploma,Timetable,Student Portal,High,Agent D,Resolved,12.5,24,Yes,Yes,No,4,2025-26
QRY-00759,STU-52282,2026-01-07 15:49,2026-01,Humanities,UG,Portal Access,Service Desk,Critical,Agent D,Resolved,7.0,8,Yes,No,No,3,2024-25
QRY-00760,STU-67269,2025-02-04 16:48,2025-02,Management,UG,Portal Access,Student Portal,Medium,Agent B,Pending Student,,48,Open,No,No,,2024-25
QRY-00761,STU-63440,2025-06-08 13:10,2025-06,Commerce,UG,Examination,Service Desk,High,Agent F,Resolved,13.1,24,Yes,Yes,No,4,2024-25
QRY-00762,STU-54241,2026-01-28 13:17,2026-01,Management,Diploma,Fee & Payment,Phone,High,Agent E,Pending Student,,24,Open,No,No,,2024-25
QRY-00763,STU-27630,2025-03-07 13:00,2025-03,Management,UG,Results,Student Portal,Medium,Agent A,Resolved,14.3,48,Yes,No,No,5,2024-25
QRY-00764,STU-89641,2025-10-23 12:52,2025-10,Humanities,PG,Examination,Walk-in,High,Agent F,Closed,8.5,24,Yes,Yes,No,4,2025-26
QRY-00765,STU-16947,2026-01-28 09:37,2026-01,Science,UG,Examination,Service Desk,Medium,Agent C,Resolved,23.5,48,Yes,Yes,No,4,2024-25
QRY-00766,STU-11899,2025-02-20 17:20,2025-02,Computer Applications,UG,Fee & Payment,Walk-in,Medium,Agent B,Resolved,22.9,48,Yes,No,Yes,5,2024-25
QRY-00767,STU-22976,2025-07-23 16:55,2025-07,Humanities,Diploma,Examination,Service Desk,Medium,Agent E,Closed,8.7,48,Yes,Yes,No,4,2025-26
QRY-00768,STU-39769,2025-07-11 08:44,2025-07,Computer Applications,PG,Results,Email,Medium,Agent E,Resolved,24.1,48,Yes,No,No,3,2025-26
QRY-00769,STU-58142,2025-10-28 17:37,2025-10,Science,Diploma,Fee & Payment,Email,Critical,Agent B,Closed,79.4,8,No,Yes,No,5,2025-26
QRY-00770,STU-77665,2025-08-11 12:08,2025-08,Humanities,Doctoral,Fee & Payment,Service Desk,Medium,Agent F,Closed,22.2,48,Yes,No,No,4,2025-26
QRY-00771,STU-46113,2026-02-22 08:50,2026-02,Science,UG,Enrollment,Walk-in,Medium,Agent D,Resolved,31.3,48,Yes,Yes,No,4,2024-25
QRY-00772,STU-63102,2026-02-05 08:52,2026-02,Humanities,PG,Fee & Payment,Service Desk,Medium,Agent D,Resolved,27.2,48,Yes,No,Yes,4,2024-25
QRY-00773,STU-78297,2026-05-23 14:45,2026-05,Commerce,PG,Results,Student Portal,High,Agent F,Resolved,23.2,24,Yes,No,No,5,2024-25
QRY-00774,STU-19386,2025-12-20 14:50,2025-12,Engineering,Diploma,Timetable,Student Portal,High,Agent D,Resolved,9.3,24,Yes,Yes,No,5,2025-26
QRY-00775,STU-73122,2025-09-19 17:11,2025-09,Management,UG,Portal Access,Service Desk,Medium,Agent D,Resolved,8.2,48,Yes,Yes,No,5,2025-26
QRY-00776,STU-35800,2025-10-25 17:46,2025-10,Humanities,PG,Fee & Payment,Walk-in,Low,Agent A,Resolved,41.8,72,Yes,No,No,4,2025-26
QRY-00777,STU-28512,2025-01-19 14:13,2025-01,Engineering,UG,Fee & Payment,Walk-in,Medium,Agent D,Pending Student,,48,Open,No,No,,2024-25
QRY-00778,STU-75960,2025-01-11 17:58,2025-01,Science,Diploma,Enrollment,Email,High,Agent B,Resolved,6.4,24,Yes,Yes,No,3,2024-25
QRY-00779,STU-67785,2026-03-21 17:02,2026-03,Engineering,Doctoral,Document Update,Phone,Low,Agent A,Resolved,19.4,72,Yes,No,No,5,2024-25
QRY-00780,STU-75704,2026-05-22 12:39,2026-05,Computer Applications,UG,Examination,Student Portal,Critical,Agent D,Closed,42.2,8,No,No,No,5,2024-25
QRY-00781,STU-62597,2025-12-24 08:04,2025-12,Commerce,UG,Results,Service Desk,Medium,Agent D,Pending Student,,48,Open,No,No,,2025-26
QRY-00782,STU-66767,2025-05-28 15:28,2025-05,Science,UG,Fee & Payment,Service Desk,High,Agent C,Pending Student,,24,Open,No,No,,2024-25
QRY-00783,STU-95476,2026-02-09 10:51,2026-02,Management,UG,Results,Email,High,Agent A,Resolved,25.7,24,No,Yes,No,4,2024-25
QRY-00784,STU-66984,2025-12-24 13:52,2025-12,Humanities,UG,Fee & Payment,Email,Medium,Agent E,Resolved,4.7,48,Yes,No,No,4,2025-26
QRY-00785,STU-99358,2025-06-09 10:49,2025-06,Computer Applications,PG,Scholarship,Service Desk,High,Agent F,Closed,22.1,24,Yes,Yes,No,5,2024-25
QRY-00786,STU-93933,2025-08-18 15:15,2025-08,Engineering,UG,Document Update,Student Portal,Medium,Agent C,Resolved,82.5,48,No,Yes,No,4,2025-26
QRY-00787,STU-40434,2025-12-16 08:38,2025-12,Science,UG,Enrollment,Service Desk,Medium,Agent A,Resolved,5.1,48,Yes,No,No,4,2025-26
QRY-00788,STU-13978,2025-05-17 12:10,2025-05,Commerce,PG,Document Update,Walk-in,Medium,Agent E,Resolved,23.6,48,Yes,Yes,No,4,2024-25
QRY-00789,STU-91994,2026-03-08 15:51,2026-03,Engineering,PG,Portal Access,Walk-in,Medium,Agent F,Resolved,18.2,48,Yes,No,No,4,2024-25
QRY-00790,STU-31247,2025-12-03 17:36,2025-12,Computer Applications,UG,Results,Student Portal,Low,Agent B,Closed,15.3,72,Yes,No,No,5,2025-26
QRY-00791,STU-85883,2025-12-30 13:39,2025-12,Management,UG,Results,Phone,Medium,Agent A,Resolved,22.9,48,Yes,Yes,No,3,2025-26
QRY-00792,STU-71137,2025-09-28 11:00,2025-09,Management,PG,Fee & Payment,Service Desk,Medium,Agent A,In Progress,,48,Open,No,No,,2025-26
QRY-00793,STU-68775,2025-08-19 12:29,2025-08,Humanities,PG,Results,Service Desk,Critical,Agent A,Resolved,17.3,8,No,No,No,5,2025-26
QRY-00794,STU-60842,2025-05-27 15:54,2025-05,Management,UG,Results,Service Desk,Medium,Agent C,Resolved,29.4,48,Yes,Yes,No,4,2024-25
QRY-00795,STU-23275,2025-09-29 13:18,2025-09,Computer Applications,PG,Examination,Email,Low,Agent E,Resolved,28.8,72,Yes,Yes,No,5,2025-26
QRY-00796,STU-74538,2025-11-20 08:15,2025-11,Science,PG,Enrollment,Walk-in,Medium,Agent D,Resolved,8.5,48,Yes,Yes,No,5,2025-26
QRY-00797,STU-11875,2026-02-15 14:53,2026-02,Commerce,UG,Document Update,Student Portal,Medium,Agent B,Resolved,16.9,48,Yes,Yes,No,4,2024-25
QRY-00798,STU-41720,2025-08-13 13:46,2025-08,Humanities,UG,Fee & Payment,Service Desk,Low,Agent C,Resolved,22.0,72,Yes,No,No,4,2025-26
QRY-00799,STU-76582,2025-07-21 14:40,2025-07,Commerce,UG,Fee & Payment,Walk-in,High,Agent E,In Progress,,24,Open,No,No,,2025-26
QRY-00800,STU-36351,2025-01-07 12:06,2025-01,Science,UG,Results,Email,Medium,Agent A,Closed,15.1,48,Yes,Yes,No,4,2024-25
QRY-00801,STU-73088,2025-12-16 08:32,2025-12,Computer Applications,UG,Document Update,Email,High,Agent C,Resolved,37.1,24,No,Yes,No,4,2025-26
QRY-00802,STU-75912,2025-08-19 15:02,2025-08,Management,UG,Scholarship,Email,High,Agent F,Resolved,3.6,24,Yes,Yes,No,4,2025-26
QRY-00803,STU-21883,2026-05-22 16:31,2026-05,Management,UG,Examination,Email,High,Agent F,Resolved,21.9,24,Yes,Yes,No,3,2024-25
QRY-00804,STU-70294,2025-06-25 13:38,2025-06,Management,UG,Document Update,Email,High,Agent C,Closed,12.2,24,Yes,Yes,No,5,2024-25
QRY-00805,STU-46954,2025-02-04 11:52,2025-02,Computer Applications,UG,Timetable,Student Portal,Medium,Agent D,Resolved,32.5,48,Yes,Yes,No,5,2024-25
QRY-00806,STU-95730,2025-09-08 12:29,2025-09,Humanities,UG,Portal Access,Student Portal,Medium,Agent B,Closed,28.4,48,Yes,Yes,No,5,2025-26
QRY-00807,STU-80232,2026-04-07 11:43,2026-04,Commerce,UG,Portal Access,Phone,Medium,Agent F,Closed,12.1,48,Yes,No,No,2,2024-25
QRY-00808,STU-35607,2025-06-08 17:59,2025-06,Humanities,PG,Scholarship,Student Portal,Medium,Agent C,Closed,21.0,48,Yes,No,No,4,2024-25
QRY-00809,STU-32091,2025-07-14 12:16,2025-07,Commerce,UG,Results,Service Desk,Low,Agent D,Closed,28.6,72,Yes,Yes,No,5,2025-26
QRY-00810,STU-68363,2025-10-12 15:15,2025-10,Science,UG,Document Update,Phone,Low,Agent B,Resolved,18.9,72,Yes,No,No,5,2025-26
QRY-00811,STU-56207,2026-01-13 17:37,2026-01,Engineering,UG,Enrollment,Email,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00812,STU-86330,2025-12-27 15:08,2025-12,Engineering,UG,Results,Service Desk,Medium,Agent E,Resolved,21.4,48,Yes,Yes,No,1,2025-26
QRY-00813,STU-78202,2025-02-15 12:41,2025-02,Commerce,UG,Portal Access,Service Desk,High,Agent A,Pending Student,,24,Open,No,No,,2024-25
QRY-00814,STU-96478,2025-04-28 13:06,2025-04,Humanities,UG,Portal Access,Student Portal,Low,Agent B,Resolved,26.0,72,Yes,Yes,No,5,2024-25
QRY-00815,STU-54831,2025-05-18 17:16,2025-05,Science,PG,Timetable,Service Desk,Low,Agent B,Closed,22.3,72,Yes,No,No,4,2024-25
QRY-00816,STU-66187,2025-05-11 14:52,2025-05,Humanities,UG,Scholarship,Service Desk,Low,Agent A,Closed,61.0,72,Yes,Yes,No,3,2024-25
QRY-00817,STU-32550,2026-02-21 14:13,2026-02,Humanities,Diploma,Portal Access,Email,Medium,Agent C,Closed,28.1,48,Yes,No,No,5,2024-25
QRY-00818,STU-11811,2025-04-20 08:12,2025-04,Commerce,UG,Enrollment,Service Desk,High,Agent B,Closed,16.2,24,Yes,Yes,No,4,2024-25
QRY-00819,STU-88418,2026-03-09 16:48,2026-03,Management,UG,Fee & Payment,Service Desk,Medium,Agent B,Resolved,12.0,48,Yes,Yes,No,4,2024-25
QRY-00820,STU-69035,2025-07-04 13:40,2025-07,Engineering,PG,Scholarship,Phone,Medium,Agent F,Resolved,26.3,48,Yes,Yes,No,5,2025-26
QRY-00821,STU-51606,2026-03-06 08:11,2026-03,Engineering,UG,Results,Phone,Medium,Agent B,Closed,20.4,48,Yes,Yes,No,5,2024-25
QRY-00822,STU-27170,2025-01-25 15:31,2025-01,Humanities,UG,Scholarship,Email,High,Agent B,In Progress,,24,Open,No,No,,2024-25
QRY-00823,STU-63544,2025-04-13 12:01,2025-04,Commerce,PG,Examination,Service Desk,High,Agent B,Resolved,20.7,24,Yes,Yes,No,4,2024-25
QRY-00824,STU-29775,2026-03-10 13:01,2026-03,Humanities,Diploma,Enrollment,Service Desk,High,Agent C,Pending Student,,24,Open,No,No,,2024-25
QRY-00825,STU-98256,2026-05-28 08:44,2026-05,Management,UG,Portal Access,Walk-in,Critical,Agent D,Resolved,7.4,8,Yes,Yes,No,5,2024-25
QRY-00826,STU-14013,2025-03-29 09:18,2025-03,Engineering,PG,Results,Student Portal,Medium,Agent E,Pending Student,,48,Open,No,No,,2024-25
QRY-00827,STU-64943,2025-08-16 08:48,2025-08,Management,UG,Results,Walk-in,Medium,Agent A,Pending Student,,48,Open,No,No,,2025-26
QRY-00828,STU-28950,2025-07-11 15:51,2025-07,Engineering,PG,Enrollment,Email,Medium,Agent D,Resolved,16.3,48,Yes,No,No,4,2025-26
QRY-00829,STU-35463,2025-12-30 15:12,2025-12,Engineering,UG,Document Update,Student Portal,Medium,Agent C,Resolved,12.4,48,Yes,Yes,No,5,2025-26
QRY-00830,STU-21049,2026-06-08 15:41,2026-06,Engineering,Diploma,Examination,Phone,Low,Agent F,Closed,29.2,72,Yes,No,No,4,2024-25
QRY-00831,STU-19768,2025-06-20 15:36,2025-06,Management,UG,Fee & Payment,Student Portal,Medium,Agent C,Resolved,21.7,48,Yes,Yes,No,4,2024-25
QRY-00832,STU-29568,2025-03-20 10:48,2025-03,Science,UG,Scholarship,Email,Medium,Agent C,Closed,8.1,48,Yes,Yes,No,3,2024-25
QRY-00833,STU-33638,2026-04-09 17:20,2026-04,Humanities,UG,Timetable,Email,Low,Agent B,Resolved,42.4,72,Yes,Yes,No,5,2024-25
QRY-00834,STU-58391,2025-08-14 09:36,2025-08,Science,UG,Scholarship,Service Desk,High,Agent C,Resolved,11.5,24,Yes,No,Yes,1,2025-26
QRY-00835,STU-71423,2025-11-01 08:03,2025-11,Computer Applications,UG,Examination,Student Portal,Medium,Agent D,Resolved,16.5,48,Yes,No,No,1,2025-26
QRY-00836,STU-44580,2025-07-24 13:32,2025-07,Computer Applications,Doctoral,Document Update,Phone,Low,Agent E,Closed,6.1,72,Yes,Yes,No,4,2025-26
QRY-00837,STU-59053,2025-11-14 09:54,2025-11,Commerce,UG,Portal Access,Email,Low,Agent F,Closed,27.7,72,Yes,No,No,5,2025-26
QRY-00838,STU-76663,2026-03-12 17:54,2026-03,Engineering,UG,Results,Walk-in,Low,Agent B,Resolved,32.0,72,Yes,Yes,No,5,2024-25
QRY-00839,STU-63553,2025-07-12 13:03,2025-07,Management,PG,Enrollment,Student Portal,Low,Agent B,Resolved,38.3,72,Yes,Yes,No,4,2025-26
QRY-00840,STU-85139,2026-06-01 14:21,2026-06,Humanities,UG,Fee & Payment,Email,High,Agent D,Closed,26.3,24,No,Yes,No,5,2024-25
QRY-00841,STU-85345,2026-02-20 17:15,2026-02,Management,UG,Fee & Payment,Email,Medium,Agent B,Closed,24.0,48,Yes,Yes,No,5,2024-25
QRY-00842,STU-21495,2026-01-06 10:25,2026-01,Engineering,UG,Examination,Phone,Low,Agent F,Resolved,11.6,72,Yes,Yes,No,4,2024-25
QRY-00843,STU-74391,2026-03-11 13:05,2026-03,Commerce,PG,Portal Access,Student Portal,Critical,Agent A,Resolved,5.2,8,Yes,Yes,Yes,4,2024-25
QRY-00844,STU-52005,2025-01-08 10:12,2025-01,Humanities,UG,Scholarship,Student Portal,Medium,Agent E,Closed,30.4,48,Yes,No,No,5,2024-25
QRY-00845,STU-25271,2026-04-19 09:55,2026-04,Humanities,UG,Fee & Payment,Student Portal,Low,Agent B,Resolved,28.3,72,Yes,Yes,No,5,2024-25
QRY-00846,STU-68062,2025-06-15 14:15,2025-06,Science,PG,Scholarship,Service Desk,High,Agent C,Resolved,12.0,24,Yes,Yes,Yes,4,2024-25
QRY-00847,STU-71634,2025-03-12 08:33,2025-03,Commerce,UG,Fee & Payment,Student Portal,Medium,Agent E,Resolved,27.9,48,Yes,No,No,2,2024-25
QRY-00848,STU-93696,2025-10-09 10:10,2025-10,Humanities,UG,Enrollment,Student Portal,Low,Agent F,Resolved,39.0,72,Yes,No,No,5,2025-26
QRY-00849,STU-32217,2025-07-20 13:02,2025-07,Science,UG,Document Update,Service Desk,Medium,Agent E,Resolved,11.7,48,Yes,No,No,5,2025-26
QRY-00850,STU-81795,2025-08-17 15:10,2025-08,Humanities,UG,Fee & Payment,Email,Medium,Agent D,Pending Student,,48,Open,No,No,,2025-26
QRY-00851,STU-92669,2025-12-11 13:18,2025-12,Computer Applications,UG,Timetable,Phone,Medium,Agent D,Resolved,28.6,48,Yes,Yes,No,4,2025-26
QRY-00852,STU-84027,2025-07-27 08:50,2025-07,Management,UG,Examination,Walk-in,High,Agent B,In Progress,,24,Open,No,No,,2025-26
QRY-00853,STU-90166,2025-12-07 15:36,2025-12,Humanities,PG,Document Update,Service Desk,Medium,Agent E,Resolved,16.5,48,Yes,Yes,No,4,2025-26
QRY-00854,STU-82453,2025-11-17 15:55,2025-11,Engineering,UG,Enrollment,Email,Medium,Agent D,Resolved,37.1,48,Yes,Yes,No,4,2025-26
QRY-00855,STU-64181,2025-12-14 16:22,2025-12,Science,PG,Examination,Student Portal,Medium,Agent B,Closed,12.5,48,Yes,Yes,No,3,2025-26
QRY-00856,STU-79214,2025-11-06 14:47,2025-11,Computer Applications,UG,Scholarship,Service Desk,Medium,Agent B,In Progress,,48,Open,No,No,,2025-26
QRY-00857,STU-17059,2026-05-01 11:29,2026-05,Science,UG,Enrollment,Service Desk,Low,Agent F,In Progress,,72,Open,No,No,,2024-25
QRY-00858,STU-36641,2025-09-19 10:06,2025-09,Humanities,UG,Enrollment,Walk-in,Medium,Agent C,Resolved,29.5,48,Yes,Yes,No,2,2025-26
QRY-00859,STU-94102,2025-08-09 14:45,2025-08,Engineering,PG,Fee & Payment,Phone,Medium,Agent E,Resolved,9.3,48,Yes,No,No,5,2025-26
QRY-00860,STU-36835,2025-10-09 09:01,2025-10,Humanities,PG,Fee & Payment,Email,Medium,Agent A,Resolved,27.4,48,Yes,Yes,No,5,2025-26
QRY-00861,STU-21030,2025-08-08 12:49,2025-08,Computer Applications,UG,Document Update,Service Desk,High,Agent E,Resolved,9.9,24,Yes,Yes,No,3,2025-26
QRY-00862,STU-95271,2026-03-16 13:02,2026-03,Science,UG,Portal Access,Service Desk,Medium,Agent D,Pending Student,,48,Open,No,No,,2024-25
QRY-00863,STU-18266,2025-01-25 14:15,2025-01,Engineering,UG,Portal Access,Phone,Medium,Agent E,Closed,40.8,48,Yes,Yes,No,4,2024-25
QRY-00864,STU-60262,2026-01-28 10:20,2026-01,Commerce,UG,Fee & Payment,Service Desk,Medium,Agent F,Closed,20.6,48,Yes,Yes,No,1,2024-25
QRY-00865,STU-45995,2025-10-26 17:06,2025-10,Engineering,UG,Document Update,Phone,Critical,Agent E,Resolved,12.1,8,No,Yes,No,4,2025-26
QRY-00866,STU-58355,2026-01-02 14:39,2026-01,Engineering,UG,Fee & Payment,Email,Medium,Agent A,Resolved,24.2,48,Yes,Yes,No,5,2024-25
QRY-00867,STU-71014,2026-01-26 08:15,2026-01,Engineering,UG,Examination,Student Portal,Critical,Agent F,Resolved,10.7,8,No,No,No,5,2024-25
QRY-00868,STU-47501,2026-04-09 08:07,2026-04,Science,Doctoral,Portal Access,Walk-in,Medium,Agent F,Closed,20.9,48,Yes,Yes,No,5,2024-25
QRY-00869,STU-54375,2025-08-24 08:42,2025-08,Science,UG,Enrollment,Walk-in,Critical,Agent F,Resolved,17.0,8,No,Yes,No,4,2025-26
QRY-00870,STU-38671,2025-09-02 17:23,2025-09,Management,UG,Fee & Payment,Service Desk,Medium,Agent C,Closed,25.2,48,Yes,Yes,No,4,2025-26
QRY-00871,STU-75804,2025-06-06 15:41,2025-06,Commerce,UG,Examination,Student Portal,Medium,Agent B,Resolved,23.6,48,Yes,Yes,Yes,5,2024-25
QRY-00872,STU-36617,2026-06-08 11:34,2026-06,Humanities,Diploma,Document Update,Email,High,Agent C,Closed,14.0,24,Yes,No,No,4,2024-25
QRY-00873,STU-16467,2026-01-06 16:20,2026-01,Engineering,UG,Portal Access,Service Desk,Medium,Agent C,Resolved,32.3,48,Yes,No,No,5,2024-25
QRY-00874,STU-27235,2025-11-17 16:27,2025-11,Engineering,UG,Portal Access,Service Desk,High,Agent B,Pending Student,,24,Open,No,No,,2025-26
QRY-00875,STU-15858,2025-12-20 12:12,2025-12,Engineering,UG,Examination,Phone,Low,Agent F,Resolved,28.7,72,Yes,Yes,No,4,2025-26
QRY-00876,STU-60805,2026-02-15 13:54,2026-02,Humanities,UG,Fee & Payment,Student Portal,Medium,Agent D,Resolved,18.4,48,Yes,No,No,5,2024-25
QRY-00877,STU-46295,2025-10-21 15:24,2025-10,Management,UG,Document Update,Student Portal,Critical,Agent F,Closed,29.8,8,No,Yes,No,5,2025-26
QRY-00878,STU-66496,2025-12-06 17:52,2025-12,Commerce,UG,Enrollment,Email,Critical,Agent B,Resolved,7.4,8,Yes,Yes,No,3,2025-26
QRY-00879,STU-55118,2025-04-25 15:54,2025-04,Engineering,UG,Examination,Email,Medium,Agent E,Resolved,13.7,48,Yes,Yes,No,4,2024-25
QRY-00880,STU-91842,2025-04-02 17:13,2025-04,Humanities,UG,Document Update,Student Portal,Medium,Agent D,Resolved,26.1,48,Yes,No,No,5,2024-25
QRY-00881,STU-98912,2025-07-29 16:36,2025-07,Commerce,UG,Fee & Payment,Phone,Low,Agent F,Resolved,27.8,72,Yes,Yes,No,5,2025-26
QRY-00882,STU-91129,2025-12-05 16:50,2025-12,Engineering,UG,Examination,Student Portal,Medium,Agent E,Resolved,20.8,48,Yes,Yes,No,4,2025-26
QRY-00883,STU-35724,2025-02-21 16:51,2025-02,Humanities,Diploma,Enrollment,Phone,Low,Agent B,Closed,29.3,72,Yes,Yes,No,3,2024-25
QRY-00884,STU-80240,2025-08-06 09:14,2025-08,Management,UG,Fee & Payment,Email,Medium,Agent B,Resolved,30.8,48,Yes,Yes,No,4,2025-26
QRY-00885,STU-19588,2026-06-11 11:57,2026-06,Engineering,PG,Fee & Payment,Email,Medium,Agent C,Closed,26.8,48,Yes,No,No,4,2024-25
QRY-00886,STU-59197,2025-06-21 14:26,2025-06,Science,Diploma,Scholarship,Service Desk,Medium,Agent C,Closed,22.3,48,Yes,Yes,No,3,2024-25
QRY-00887,STU-77933,2025-02-01 11:43,2025-02,Commerce,UG,Timetable,Student Portal,Medium,Agent D,Resolved,30.1,48,Yes,No,No,5,2024-25
QRY-00888,STU-28418,2025-03-09 08:32,2025-03,Computer Applications,UG,Scholarship,Email,High,Agent F,In Progress,,24,Open,No,No,,2024-25
QRY-00889,STU-97730,2025-07-24 11:32,2025-07,Management,UG,Enrollment,Student Portal,Low,Agent B,Closed,7.0,72,Yes,Yes,No,4,2025-26
QRY-00890,STU-18894,2025-06-22 16:18,2025-06,Management,UG,Fee & Payment,Service Desk,Low,Agent C,Closed,13.6,72,Yes,Yes,No,4,2024-25
QRY-00891,STU-44749,2026-04-17 15:48,2026-04,Computer Applications,UG,Examination,Student Portal,Medium,Agent F,Closed,29.2,48,Yes,Yes,No,4,2024-25
QRY-00892,STU-88972,2026-06-07 14:23,2026-06,Science,UG,Fee & Payment,Student Portal,Medium,Agent F,Resolved,3.8,48,Yes,Yes,No,5,2024-25
QRY-00893,STU-24339,2025-04-23 10:15,2025-04,Management,PG,Examination,Service Desk,Medium,Agent F,Pending Student,,48,Open,No,No,,2024-25
QRY-00894,STU-46391,2025-12-30 17:36,2025-12,Humanities,UG,Results,Service Desk,Medium,Agent E,In Progress,,48,Open,No,No,,2025-26
QRY-00895,STU-29205,2025-12-05 15:55,2025-12,Humanities,PG,Portal Access,Student Portal,Medium,Agent E,Closed,27.9,48,Yes,Yes,No,2,2025-26
QRY-00896,STU-42886,2025-09-17 13:19,2025-09,Humanities,UG,Examination,Student Portal,Low,Agent C,Closed,42.3,72,Yes,Yes,Yes,3,2025-26
QRY-00897,STU-48117,2026-01-07 09:01,2026-01,Science,UG,Examination,Phone,High,Agent D,Resolved,12.5,24,Yes,Yes,No,3,2024-25
QRY-00898,STU-29886,2025-11-19 16:28,2025-11,Management,UG,Results,Service Desk,Medium,Agent C,Resolved,32.5,48,Yes,No,No,4,2025-26
QRY-00899,STU-94167,2025-12-31 16:32,2025-12,Management,Doctoral,Examination,Student Portal,Low,Agent B,Resolved,38.3,72,Yes,No,No,3,2025-26
QRY-00900,STU-67869,2025-02-24 08:37,2025-02,Humanities,UG,Results,Service Desk,High,Agent D,Resolved,13.0,24,Yes,No,No,5,2024-25
QRY-00901,STU-77375,2025-01-05 09:21,2025-01,Commerce,PG,Timetable,Phone,Medium,Agent E,Resolved,21.7,48,Yes,Yes,No,4,2024-25
QRY-00902,STU-58280,2025-04-30 15:58,2025-04,Humanities,UG,Fee & Payment,Walk-in,Low,Agent B,Pending Student,,72,Open,No,No,,2024-25
QRY-00903,STU-30711,2025-01-29 14:25,2025-01,Management,PG,Document Update,Phone,Low,Agent C,Resolved,16.5,72,Yes,No,No,3,2024-25
QRY-00904,STU-51905,2025-03-10 15:18,2025-03,Computer Applications,PG,Fee & Payment,Student Portal,High,Agent F,Closed,13.9,24,Yes,Yes,No,5,2024-25
QRY-00905,STU-54030,2025-04-30 17:10,2025-04,Science,UG,Enrollment,Phone,High,Agent A,Resolved,13.3,24,Yes,Yes,No,5,2024-25
QRY-00906,STU-89274,2025-08-03 08:06,2025-08,Management,PG,Results,Phone,Low,Agent E,Closed,28.3,72,Yes,Yes,No,4,2025-26
QRY-00907,STU-45375,2026-01-24 12:29,2026-01,Computer Applications,UG,Examination,Phone,Medium,Agent B,Resolved,25.4,48,Yes,Yes,No,5,2024-25
QRY-00908,STU-85167,2025-01-15 08:32,2025-01,Commerce,PG,Fee & Payment,Student Portal,Critical,Agent E,Resolved,7.5,8,Yes,No,No,5,2024-25
QRY-00909,STU-48338,2025-01-03 17:49,2025-01,Science,UG,Fee & Payment,Service Desk,Medium,Agent B,Resolved,24.7,48,Yes,No,No,4,2024-25
QRY-00910,STU-42528,2025-12-17 14:27,2025-12,Management,PG,Enrollment,Phone,High,Agent D,Pending Student,,24,Open,No,No,,2025-26
QRY-00911,STU-27711,2026-01-29 17:28,2026-01,Science,PG,Enrollment,Email,Medium,Agent A,Resolved,30.9,48,Yes,No,Yes,5,2024-25
QRY-00912,STU-20852,2025-09-12 08:50,2025-09,Management,PG,Document Update,Email,Medium,Agent D,Resolved,46.1,48,Yes,No,No,4,2025-26
QRY-00913,STU-95442,2025-09-18 15:31,2025-09,Management,UG,Scholarship,Student Portal,Medium,Agent B,Resolved,48.2,48,No,Yes,No,4,2025-26
QRY-00914,STU-51470,2025-03-12 16:59,2025-03,Commerce,UG,Portal Access,Walk-in,Medium,Agent F,Resolved,23.0,48,Yes,Yes,No,3,2024-25
QRY-00915,STU-79768,2025-06-06 08:19,2025-06,Science,Doctoral,Results,Student Portal,Medium,Agent F,Resolved,23.6,48,Yes,No,No,4,2024-25
QRY-00916,STU-79080,2025-03-27 16:13,2025-03,Engineering,UG,Fee & Payment,Service Desk,Medium,Agent E,Closed,22.5,48,Yes,No,Yes,3,2024-25
QRY-00917,STU-74051,2026-02-07 14:21,2026-02,Humanities,UG,Portal Access,Service Desk,High,Agent E,Closed,5.8,24,Yes,Yes,No,4,2024-25
QRY-00918,STU-61462,2025-06-02 08:09,2025-06,Humanities,PG,Examination,Walk-in,Medium,Agent B,Resolved,21.5,48,Yes,Yes,No,5,2024-25
QRY-00919,STU-43735,2025-02-24 17:12,2025-02,Commerce,Doctoral,Portal Access,Phone,Medium,Agent A,Closed,25.8,48,Yes,Yes,No,4,2024-25
QRY-00920,STU-14162,2026-04-15 09:26,2026-04,Engineering,PG,Results,Service Desk,Low,Agent B,Pending Student,,72,Open,No,No,,2024-25
QRY-00921,STU-83218,2025-04-02 09:37,2025-04,Science,Diploma,Enrollment,Email,Medium,Agent A,Resolved,5.8,48,Yes,No,No,4,2024-25
